counterparty,description,action,time,base_currency,reporting_dispute_amount,dispute_age,dispute_amount,agreement_id,event_id,rescued_data,reporting_date
WELLINGTON GLOBAL EQUITY FUND 28R5,MTM discrepancy,Resolved,2026-06-24 09:30:00,USD,900000.0,3,900000.0,5213,393738,,2026-06-24
BIMCOR INC,Late notice,Under Investigation,2026-06-24 09:30:00,USD,870000.0,8,870000.0,6452,591670,,2026-06-24
SWISS LIFE AG,Recon break,Under Investigation,2026-07-01 09:30:00,USD,98000.0,8,98000.0,8320,354439,,2026-07-01
CITIBANK NA,Valuation dispute,Under Investigation,2026-06-03 09:30:00,USD,66000.0,1,66000.0,5104,385476,,2026-06-03
BANK OF NOVA SCOTIA,Recon break,Resolved,2026-06-24 09:30:00,USD,525000.0,8,525000.0,7326,394754,,2026-06-24
DEUTSCHE BANK A.G.,Valuation dispute,Under Investigation,2026-06-10 09:30:00,USD,289000.0,15,289000.0,9040,342483,,2026-06-10
WELLINGTON GLOBAL EQUITY FUND 28R5,Late notice,Pending Review,2026-06-10 09:30:00,USD,37000.0,8,37000.0,2488,387697,,2026-06-10
CITIBANK NA,Late notice,Resolved,2026-06-17 09:30:00,USD,198000.0,5,198000.0,2230,361407,,2026-06-17
MORGAN STANLEY INTL,Valuation dispute,Pending Review,2026-06-10 09:30:00,USD,288000.0,8,288000.0,3006,356849,,2026-06-10
BIMCOR INC,Late notice,Under Investigation,2026-06-03 09:30:00,USD,137000.0,3,137000.0,3817,378531,,2026-06-03
BANK OF NOVA SCOTIA,MTM discrepancy,Pending Review,2026-06-24 09:30:00,USD,36000.0,5,36000.0,9464,351896,,2026-06-24
MORGAN STANLEY INTL,Valuation dispute,Pending Review,2026-06-10 09:30:00,USD,321000.0,3,321000.0,7395,357043,,2026-06-10
CITIBANK NA,MTM discrepancy,Resolved,2026-06-24 09:30:00,USD,851000.0,8,851000.0,6333,361854,,2026-06-24
MORGAN STANLEY INTL,Recon break,Under Investigation,2026-06-10 09:30:00,USD,837000.0,8,837000.0,5900,399402,,2026-06-10
BIMCOR INC,MTM discrepancy,Under Investigation,2026-06-17 09:30:00,USD,620000.0,3,620000.0,2503,377118,,2026-06-17
SWISS LIFE AG,MTM discrepancy,Pending Review,2026-06-10 09:30:00,USD,112000.0,15,112000.0,1660,343764,,2026-06-10
BIMCOR INC,Valuation dispute,Under Investigation,2026-06-17 09:30:00,USD,511000.0,3,511000.0,5191,348799,,2026-06-17
WELLINGTON GLOBAL EQUITY FUND 28R5,MTM discrepancy,Resolved,2026-06-10 09:30:00,USD,509000.0,8,509000.0,8647,367105,,2026-06-10
CENTRAL 1 CREDIT UNION,Valuation dispute,Under Investigation,2026-06-10 09:30:00,USD,845000.0,3,845000.0,5274,354078,,2026-06-10
SWISS LIFE AG,Valuation dispute,Under Investigation,2026-06-17 09:30:00,USD,202000.0,3,202000.0,2095,377791,,2026-06-17
CENTRAL 1 CREDIT UNION,MTM discrepancy,Resolved,2026-06-17 09:30:00,USD,387000.0,3,387000.0,2976,391396,,2026-06-17
INVESTEC BANK LIMITED,Late notice,Under Investigation,2026-06-17 09:30:00,USD,701000.0,1,701000.0,5032,355485,,2026-06-17
WELLINGTON GLOBAL EQUITY FUND 28R5,MTM discrepancy,Pending Review,2026-06-24 09:30:00,USD,820000.0,8,820000.0,9942,350906,,2026-06-24
SWISS LIFE AG,Valuation dispute,Pending Review,2026-06-10 09:30:00,USD,489000.0,8,489000.0,9429,391985,,2026-06-10
DEUTSCHE BANK A.G.,Late notice,Under Investigation,2026-06-10 09:30:00,USD,641000.0,3,641000.0,8799,379378,,2026-06-10
SWISS LIFE AG,Late notice,Resolved,2026-06-24 09:30:00,USD,83000.0,1,83000.0,8596,365408,,2026-06-24
CENTRAL 1 CREDIT UNION,Late notice,Pending Review,2026-06-17 09:30:00,USD,460000.0,15,460000.0,6571,363939,,2026-06-17
INVESTEC BANK LIMITED,Recon break,Pending Review,2026-06-17 09:30:00,USD,473000.0,1,473000.0,4654,377385,,2026-06-17
BANCO HABITAT,Valuation dispute,Under Investigation,2026-06-03 09:30:00,USD,551000.0,8,551000.0,9668,346219,,2026-06-03
DEUTSCHE BANK A.G.,Recon break,Under Investigation,2026-06-24 09:30:00,USD,202000.0,5,202000.0,9518,350619,,2026-06-24
MORGAN STANLEY INTL,Valuation dispute,Resolved,2026-06-10 09:30:00,USD,486000.0,1,486000.0,9999,340270,,2026-06-10
INVESTEC BANK LIMITED,Recon break,Under Investigation,2026-06-17 09:30:00,USD,60000.0,15,60000.0,2141,396342,,2026-06-17
MORGAN STANLEY INTL,MTM discrepancy,Resolved,2026-06-03 09:30:00,USD,617000.0,8,617000.0,5397,385689,,2026-06-03
BIMCOR INC,Recon break,Resolved,2026-07-01 09:30:00,USD,552000.0,3,552000.0,6633,377503,,2026-07-01
DEUTSCHE BANK A.G.,MTM discrepancy,Under Investigation,2026-06-17 09:30:00,USD,781000.0,8,781000.0,7370,362782,,2026-06-17
DEUTSCHE BANK A.G.,Recon break,Under Investigation,2026-07-01 09:30:00,USD,241000.0,3,241000.0,1289,358000,,2026-07-01
BANK OF NOVA SCOTIA,Recon break,Pending Review,2026-07-01 09:30:00,USD,598000.0,15,598000.0,7858,382634,,2026-07-01
DEUTSCHE BANK A.G.,Late notice,Under Investigation,2026-06-24 09:30:00,USD,431000.0,1,431000.0,3685,356192,,2026-06-24
DEUTSCHE BANK A.G.,Recon break,Pending Review,2026-06-17 09:30:00,USD,261000.0,15,261000.0,8202,379895,,2026-06-17
BIMCOR INC,Valuation dispute,Under Investigation,2026-07-01 09:30:00,USD,325000.0,15,325000.0,3034,386683,,2026-07-01
BANCO HABITAT,Valuation dispute,Under Investigation,2026-07-01 09:30:00,USD,511000.0,1,511000.0,6721,358121,,2026-07-01
INVESTEC BANK LIMITED,MTM discrepancy,Resolved,2026-07-01 09:30:00,USD,709000.0,5,709000.0,1809,381002,,2026-07-01
BANK OF NOVA SCOTIA,MTM discrepancy,Resolved,2026-06-17 09:30:00,USD,845000.0,5,845000.0,5801,370870,,2026-06-17
WELLINGTON GLOBAL EQUITY FUND 28R5,MTM discrepancy,Resolved,2026-06-24 09:30:00,USD,705000.0,1,705000.0,4087,502140,,2026-06-24
CENTRAL 1 CREDIT UNION,MTM discrepancy,Under Investigation,2026-06-03 09:30:00,USD,533000.0,3,533000.0,9143,542251,,2026-06-03
BIMCOR INC,Valuation dispute,Under Investigation,2026-06-17 09:30:00,USD,654000.0,15,654000.0,9299,354030,,2026-06-17
SWISS LIFE AG,MTM discrepancy,Resolved,2026-06-24 09:30:00,USD,375000.0,1,375000.0,9267,365544,,2026-06-24
SWISS LIFE AG,Late notice,Pending Review,2026-07-01 09:30:00,USD,159000.0,3,159000.0,4835,363079,,2026-07-01
INVESTEC BANK LIMITED,Late notice,Under Investigation,2026-07-01 09:30:00,USD,596000.0,5,596000.0,9298,369436,,2026-07-01
INVESTEC BANK LIMITED,Valuation dispute,Resolved,2026-06-17 09:30:00,USD,844000.0,1,844000.0,9789,371733,,2026-06-17
INVESTEC BANK LIMITED,Recon break,Pending Review,2026-06-10 09:30:00,USD,766000.0,8,766000.0,8605,390282,,2026-06-10
SWISS LIFE AG,MTM discrepancy,Pending Review,2026-06-24 09:30:00,USD,167000.0,15,167000.0,8468,370059,,2026-06-24
CITIBANK NA,Late notice,Under Investigation,2026-06-10 09:30:00,USD,823000.0,15,823000.0,2559,342839,,2026-06-10
MORGAN STANLEY INTL,MTM discrepancy,Pending Review,2026-06-03 09:30:00,USD,359000.0,8,359000.0,2783,358943,,2026-06-03
INVESTEC BANK LIMITED,Valuation dispute,Resolved,2026-06-03 09:30:00,USD,76000.0,15,76000.0,3892,369635,,2026-06-03
BANK OF NOVA SCOTIA,Late notice,Pending Review,2026-06-03 09:30:00,USD,283000.0,5,283000.0,5104,507214,,2026-06-03
SWISS LIFE AG,MTM discrepancy,Resolved,2026-06-03 09:30:00,USD,657000.0,1,657000.0,6902,369539,,2026-06-03
BANCO HABITAT,Valuation dispute,Under Investigation,2026-06-10 09:30:00,USD,25000.0,8,25000.0,9431,398254,,2026-06-10
CENTRAL 1 CREDIT UNION,Valuation dispute,Resolved,2026-07-01 09:30:00,USD,892000.0,1,892000.0,5326,388256,,2026-07-01
BANCO HABITAT,MTM discrepancy,Pending Review,2026-06-24 09:30:00,USD,355000.0,1,355000.0,2691,348120,,2026-06-24
WELLINGTON GLOBAL EQUITY FUND 28R5,Late notice,Pending Review,2026-06-03 09:30:00,USD,32000.0,15,32000.0,2329,355429,,2026-06-03
CENTRAL 1 CREDIT UNION,Valuation dispute,Pending Review,2026-06-24 09:30:00,USD,50000.0,15,50000.0,6350,347148,,2026-06-24
MORGAN STANLEY INTL,MTM discrepancy,Under Investigation,2026-07-01 09:30:00,USD,228000.0,15,228000.0,6312,358548,,2026-07-01
INVESTEC BANK LIMITED,MTM discrepancy,Pending Review,2026-06-10 09:30:00,USD,874000.0,3,874000.0,9391,357043,,2026-06-10
BANK OF NOVA SCOTIA,Valuation dispute,Under Investigation,2026-07-01 09:30:00,USD,680000.0,8,680000.0,2809,381217,,2026-07-01
BANK OF NOVA SCOTIA,Valuation dispute,Pending Review,2026-06-10 09:30:00,USD,770000.0,3,770000.0,9708,374279,,2026-06-10
MORGAN STANLEY INTL,Valuation dispute,Pending Review,2026-06-17 09:30:00,USD,622000.0,1,622000.0,1917,363197,,2026-06-17
DEUTSCHE BANK A.G.,Recon break,Pending Review,2026-06-17 09:30:00,USD,733000.0,8,733000.0,7025,345965,,2026-06-17
DEUTSCHE BANK A.G.,Recon break,Resolved,2026-06-17 09:30:00,USD,760000.0,8,760000.0,9508,351519,,2026-06-17
BANK OF NOVA SCOTIA,Recon break,Resolved,2026-06-24 09:30:00,USD,47000.0,1,47000.0,7673,385322,,2026-06-24
CENTRAL 1 CREDIT UNION,Recon break,Resolved,2026-07-01 09:30:00,USD,42000.0,15,42000.0,4554,380246,,2026-07-01
BANCO HABITAT,Valuation dispute,Under Investigation,2026-07-01 09:30:00,USD,677000.0,15,677000.0,9982,353632,,2026-07-01
SWISS LIFE AG,Recon break,Under Investigation,2026-06-10 09:30:00,USD,85000.0,15,85000.0,7822,346394,,2026-06-10
SWISS LIFE AG,Recon break,Under Investigation,2026-06-24 09:30:00,USD,659000.0,3,659000.0,8653,372873,,2026-06-24
DEUTSCHE BANK A.G.,Recon break,Under Investigation,2026-06-17 09:30:00,USD,236000.0,8,236000.0,7351,352217,,2026-06-17
DEUTSCHE BANK A.G.,Valuation dispute,Pending Review,2026-06-24 09:30:00,USD,424000.0,3,424000.0,1305,598576,,2026-06-24
BANK OF NOVA SCOTIA,Late notice,Resolved,2026-06-17 09:30:00,USD,432000.0,5,432000.0,3312,364649,,2026-06-17
BANK OF NOVA SCOTIA,Recon break,Resolved,2026-06-24 09:30:00,USD,269000.0,1,269000.0,9928,377146,,2026-06-24
WELLINGTON GLOBAL EQUITY FUND 28R5,MTM discrepancy,Under Investigation,2026-06-24 09:30:00,USD,146000.0,1,146000.0,4009,368877,,2026-06-24
BIMCOR INC,Late notice,Pending Review,2026-06-24 09:30:00,USD,753000.0,15,753000.0,1410,392068,,2026-06-24
WELLINGTON GLOBAL EQUITY FUND 28R5,MTM discrepancy,Under Investigation,2026-06-03 09:30:00,USD,293000.0,15,293000.0,9768,377522,,2026-06-03
MORGAN STANLEY INTL,Valuation dispute,Pending Review,2026-07-01 09:30:00,USD,486000.0,3,486000.0,3245,504435,,2026-07-01
BANK OF NOVA SCOTIA,Late notice,Pending Review,2026-06-10 09:30:00,USD,450000.0,1,450000.0,6969,366172,,2026-06-10
BANCO HABITAT,Late notice,Pending Review,2026-06-24 09:30:00,USD,89000.0,3,89000.0,2070,369877,,2026-06-24
CENTRAL 1 CREDIT UNION,MTM discrepancy,Resolved,2026-06-24 09:30:00,USD,762000.0,5,762000.0,6071,342400,,2026-06-24
CITIBANK NA,Late notice,Pending Review,2026-06-24 09:30:00,USD,141000.0,3,141000.0,3862,366648,,2026-06-24
BANCO HABITAT,Recon break,Under Investigation,2026-06-03 09:30:00,USD,819000.0,3,819000.0,7841,353746,,2026-06-03
BIMCOR INC,MTM discrepancy,Pending Review,2026-07-01 09:30:00,USD,157000.0,8,157000.0,7494,375113,,2026-07-01
CITIBANK NA,Late notice,Resolved,2026-06-03 09:30:00,USD,547000.0,15,547000.0,2449,386998,,2026-06-03
CENTRAL 1 CREDIT UNION,Late notice,Pending Review,2026-06-24 09:30:00,USD,308000.0,1,308000.0,9847,381605,,2026-06-24
DEUTSCHE BANK A.G.,Valuation dispute,Resolved,2026-07-01 09:30:00,USD,857000.0,8,857000.0,9804,393476,,2026-07-01
BIMCOR INC,Late notice,Pending Review,2026-06-03 09:30:00,USD,876000.0,5,876000.0,7287,362155,,2026-06-03
BANCO HABITAT,Recon break,Resolved,2026-06-10 09:30:00,USD,120000.0,3,120000.0,6290,365032,,2026-06-10
INVESTEC BANK LIMITED,MTM discrepancy,Resolved,2026-06-03 09:30:00,USD,351000.0,5,351000.0,9697,364218,,2026-06-03
BANCO HABITAT,MTM discrepancy,Pending Review,2026-06-17 09:30:00,USD,883000.0,1,883000.0,1550,371348,,2026-06-17
CITIBANK NA,Late notice,Under Investigation,2026-06-17 09:30:00,USD,336000.0,3,336000.0,6942,366158,,2026-06-17
CITIBANK NA,Recon break,Pending Review,2026-07-01 09:30:00,USD,814000.0,1,814000.0,5735,388556,,2026-07-01
CENTRAL 1 CREDIT UNION,Late notice,Resolved,2026-06-24 09:30:00,USD,837000.0,3,837000.0,1691,350570,,2026-06-24
INVESTEC BANK LIMITED,Recon break,Pending Review,2026-06-17 09:30:00,USD,237000.0,1,237000.0,5820,565026,,2026-06-17
MORGAN STANLEY INTL,Valuation dispute,Pending Review,2026-06-24 09:30:00,USD,679000.0,3,679000.0,2498,385042,,2026-06-24
BIMCOR INC,MTM discrepancy,Under Investigation,2026-06-24 09:30:00,USD,74000.0,3,74000.0,7436,385847,,2026-06-24
MORGAN STANLEY INTL,Late notice,Resolved,2026-06-03 09:30:00,USD,312000.0,15,312000.0,8889,379379,,2026-06-03
BIMCOR INC,Late notice,Resolved,2026-06-03 09:30:00,USD,515000.0,3,515000.0,2780,517512,,2026-06-03
DEUTSCHE BANK A.G.,Recon break,Pending Review,2026-06-17 09:30:00,USD,29000.0,8,29000.0,3935,397121,,2026-06-17
CENTRAL 1 CREDIT UNION,Recon break,Resolved,2026-07-01 09:30:00,USD,31000.0,3,31000.0,1285,398704,,2026-07-01
MORGAN STANLEY INTL,Valuation dispute,Resolved,2026-06-17 09:30:00,USD,176000.0,5,176000.0,3468,342392,,2026-06-17
BIMCOR INC,Recon break,Resolved,2026-06-17 09:30:00,USD,791000.0,15,791000.0,9647,359403,,2026-06-17
SWISS LIFE AG,MTM discrepancy,Under Investigation,2026-06-17 09:30:00,USD,892000.0,3,892000.0,2585,344906,,2026-06-17
INVESTEC BANK LIMITED,Valuation dispute,Under Investigation,2026-06-10 09:30:00,USD,567000.0,3,567000.0,9166,354595,,2026-06-10
CENTRAL 1 CREDIT UNION,MTM discrepancy,Resolved,2026-06-17 09:30:00,USD,823000.0,1,823000.0,7155,342343,,2026-06-17
BANK OF NOVA SCOTIA,MTM discrepancy,Pending Review,2026-06-03 09:30:00,USD,194000.0,3,194000.0,7010,399409,,2026-06-03
CITIBANK NA,Recon break,Resolved,2026-06-03 09:30:00,USD,374000.0,8,374000.0,5411,360157,,2026-06-03
SWISS LIFE AG,Late notice,Pending Review,2026-06-03 09:30:00,USD,829000.0,15,829000.0,6172,340270,,2026-06-03
BANCO HABITAT,Recon break,Pending Review,2026-07-01 09:30:00,USD,206000.0,1,206000.0,7471,366100,,2026-07-01
SWISS LIFE AG,MTM discrepancy,Pending Review,2026-06-10 09:30:00,USD,585000.0,3,585000.0,1554,341855,,2026-06-10
CENTRAL 1 CREDIT UNION,Valuation dispute,Resolved,2026-06-24 09:30:00,USD,674000.0,8,674000.0,3706,358955,,2026-06-24
MORGAN STANLEY INTL,MTM discrepancy,Resolved,2026-06-10 09:30:00,USD,738000.0,15,738000.0,5745,365752,,2026-06-10
CITIBANK NA,Valuation dispute,Pending Review,2026-06-24 09:30:00,USD,104000.0,15,104000.0,3154,384945,,2026-06-24
BANCO HABITAT,Valuation dispute,Resolved,2026-07-01 09:30:00,USD,623000.0,15,623000.0,2411,394417,,2026-07-01
SWISS LIFE AG,MTM discrepancy,Resolved,2026-07-01 09:30:00,USD,111000.0,8,111000.0,2531,372049,,2026-07-01
BANCO HABITAT,MTM discrepancy,Under Investigation,2026-06-10 09:30:00,USD,398000.0,15,398000.0,5506,358440,,2026-06-10
MORGAN STANLEY INTL,Late notice,Resolved,2026-07-01 09:30:00,USD,846000.0,8,846000.0,1198,397409,,2026-07-01
INVESTEC BANK LIMITED,MTM discrepancy,Resolved,2026-06-24 09:30:00,USD,416000.0,3,416000.0,1790,362649,,2026-06-24
BIMCOR INC,MTM discrepancy,Under Investigation,2026-07-01 09:30:00,USD,349000.0,15,349000.0,6865,376908,,2026-07-01
WELLINGTON GLOBAL EQUITY FUND 28R5,Late notice,Pending Review,2026-06-17 09:30:00,USD,305000.0,3,305000.0,8348,357800,,2026-06-17
CENTRAL 1 CREDIT UNION,Recon break,Under Investigation,2026-06-24 09:30:00,USD,32000.0,15,32000.0,7355,362812,,2026-06-24
CENTRAL 1 CREDIT UNION,MTM discrepancy,Resolved,2026-06-24 09:30:00,USD,804000.0,3,804000.0,8458,364764,,2026-06-24
CITIBANK NA,MTM discrepancy,Resolved,2026-06-03 09:30:00,USD,869000.0,15,869000.0,1219,352843,,2026-06-03
CENTRAL 1 CREDIT UNION,Valuation dispute,Resolved,2026-06-03 09:30:00,USD,308000.0,5,308000.0,3406,392072,,2026-06-03
INVESTEC BANK LIMITED,Valuation dispute,Resolved,2026-06-03 09:30:00,USD,151000.0,8,151000.0,2322,559302,,2026-06-03
CITIBANK NA,Late notice,Pending Review,2026-06-24 09:30:00,USD,436000.0,1,436000.0,8322,366483,,2026-06-24
DEUTSCHE BANK A.G.,Late notice,Pending Review,2026-06-17 09:30:00,USD,181000.0,5,181000.0,6121,371902,,2026-06-17
CITIBANK NA,Recon break,Under Investigation,2026-06-24 09:30:00,USD,41000.0,5,41000.0,2434,385224,,2026-06-24
SWISS LIFE AG,Late notice,Under Investigation,2026-06-17 09:30:00,USD,120000.0,5,120000.0,4015,350507,,2026-06-17
BANCO HABITAT,Recon break,Resolved,2026-07-01 09:30:00,USD,234000.0,15,234000.0,8894,342909,,2026-07-01
WELLINGTON GLOBAL EQUITY FUND 28R5,Recon break,Under Investigation,2026-07-01 09:30:00,USD,124000.0,3,124000.0,3294,376020,,2026-07-01
CENTRAL 1 CREDIT UNION,MTM discrepancy,Resolved,2026-06-03 09:30:00,USD,536000.0,1,536000.0,5423,382358,,2026-06-03
BANCO HABITAT,Valuation dispute,Pending Review,2026-06-10 09:30:00,USD,736000.0,5,736000.0,6666,369274,,2026-06-10
BIMCOR INC,MTM discrepancy,Under Investigation,2026-06-24 09:30:00,USD,434000.0,5,434000.0,4001,375402,,2026-06-24
CITIBANK NA,MTM discrepancy,Pending Review,2026-07-01 09:30:00,USD,269000.0,8,269000.0,3609,356526,,2026-07-01
BANCO HABITAT,Valuation dispute,Resolved,2026-06-24 09:30:00,USD,714000.0,5,714000.0,2711,377361,,2026-06-24
MORGAN STANLEY INTL,Late notice,Resolved,2026-06-17 09:30:00,USD,749000.0,8,749000.0,5493,355149,,2026-06-17
SWISS LIFE AG,Late notice,Resolved,2026-06-17 09:30:00,USD,225000.0,5,225000.0,8469,531488,,2026-06-17
BANK OF NOVA SCOTIA,Late notice,Under Investigation,2026-06-03 09:30:00,USD,617000.0,8,617000.0,4506,380618,,2026-06-03
BANCO HABITAT,Recon break,Pending Review,2026-06-03 09:30:00,USD,226000.0,8,226000.0,1031,385224,,2026-06-03
INVESTEC BANK LIMITED,MTM discrepancy,Pending Review,2026-06-10 09:30:00,USD,603000.0,8,603000.0,7770,353669,,2026-06-10
BANCO HABITAT,MTM discrepancy,Pending Review,2026-06-03 09:30:00,USD,113000.0,1,113000.0,8443,369148,,2026-06-03
BANCO HABITAT,Late notice,Pending Review,2026-06-17 09:30:00,USD,539000.0,3,539000.0,7902,355464,,2026-06-17
DEUTSCHE BANK A.G.,Valuation dispute,Pending Review,2026-06-03 09:30:00,USD,337000.0,15,337000.0,7539,363599,,2026-06-03
BANCO HABITAT,Late notice,Pending Review,2026-06-03 09:30:00,USD,42000.0,3,42000.0,1694,364472,,2026-06-03
MORGAN STANLEY INTL,Late notice,Under Investigation,2026-06-03 09:30:00,USD,5000.0,8,5000.0,7353,392289,,2026-06-03
BIMCOR INC,Recon break,Pending Review,2026-06-10 09:30:00,USD,32000.0,8,32000.0,6480,364753,,2026-06-10
CENTRAL 1 CREDIT UNION,Recon break,Resolved,2026-06-03 09:30:00,USD,629000.0,3,629000.0,5219,532178,,2026-06-03
MORGAN STANLEY INTL,Valuation dispute,Under Investigation,2026-06-17 09:30:00,USD,410000.0,8,410000.0,2816,375615,,2026-06-17
CENTRAL 1 CREDIT UNION,Late notice,Under Investigation,2026-07-01 09:30:00,USD,744000.0,1,744000.0,7355,376235,,2026-07-01
BIMCOR INC,MTM discrepancy,Under Investigation,2026-06-10 09:30:00,USD,824000.0,1,824000.0,3293,386236,,2026-06-10
DEUTSCHE BANK A.G.,Recon break,Resolved,2026-06-03 09:30:00,USD,348000.0,1,348000.0,9600,343983,,2026-06-03
WELLINGTON GLOBAL EQUITY FUND 28R5,MTM discrepancy,Under Investigation,2026-06-24 09:30:00,USD,128000.0,15,128000.0,1528,536663,,2026-06-24
INVESTEC BANK LIMITED,Recon break,Pending Review,2026-06-10 09:30:00,USD,797000.0,1,797000.0,2738,389984,,2026-06-10
CITIBANK NA,Recon break,Resolved,2026-07-01 09:30:00,USD,832000.0,8,832000.0,5473,369402,,2026-07-01
INVESTEC BANK LIMITED,Recon break,Pending Review,2026-06-03 09:30:00,USD,567000.0,15,567000.0,5688,367343,,2026-06-03
MORGAN STANLEY INTL,Valuation dispute,Under Investigation,2026-06-03 09:30:00,USD,257000.0,15,257000.0,6406,357786,,2026-06-03
BANK OF NOVA SCOTIA,Recon break,Pending Review,2026-06-03 09:30:00,USD,578000.0,5,578000.0,7227,543385,,2026-06-03
CENTRAL 1 CREDIT UNION,MTM discrepancy,Resolved,2026-06-03 09:30:00,USD,194000.0,15,194000.0,1046,396431,,2026-06-03
CITIBANK NA,Late notice,Pending Review,2026-07-01 09:30:00,USD,892000.0,1,892000.0,5213,392406,,2026-07-01
BIMCOR INC,Recon break,Pending Review,2026-06-24 09:30:00,USD,364000.0,3,364000.0,9981,347199,,2026-06-24
BANCO HABITAT,MTM discrepancy,Pending Review,2026-06-03 09:30:00,USD,879000.0,5,879000.0,8447,364279,,2026-06-03
CENTRAL 1 CREDIT UNION,Late notice,Under Investigation,2026-06-10 09:30:00,USD,844000.0,3,844000.0,5552,341548,,2026-06-10
INVESTEC BANK LIMITED,MTM discrepancy,Under Investigation,2026-06-03 09:30:00,USD,231000.0,8,231000.0,9041,540969,,2026-06-03
BANK OF NOVA SCOTIA,MTM discrepancy,Resolved,2026-06-10 09:30:00,USD,134000.0,8,134000.0,4448,350046,,2026-06-10
BANK OF NOVA SCOTIA,Recon break,Under Investigation,2026-06-10 09:30:00,USD,764000.0,1,764000.0,2480,396924,,2026-06-10
BANK OF NOVA SCOTIA,Late notice,Pending Review,2026-07-01 09:30:00,USD,752000.0,1,752000.0,5915,371016,,2026-07-01
INVESTEC BANK LIMITED,Recon break,Resolved,2026-06-24 09:30:00,USD,43000.0,15,43000.0,1857,354708,,2026-06-24
BANK OF NOVA SCOTIA,Late notice,Under Investigation,2026-06-10 09:30:00,USD,534000.0,15,534000.0,9304,351144,,2026-06-10
BIMCOR INC,Valuation dispute,Pending Review,2026-06-17 09:30:00,USD,468000.0,5,468000.0,7818,368804,,2026-06-17
DEUTSCHE BANK A.G.,Recon break,Pending Review,2026-06-24 09:30:00,USD,164000.0,8,164000.0,6782,343750,,2026-06-24
CITIBANK NA,Valuation dispute,Under Investigation,2026-06-17 09:30:00,USD,840000.0,8,840000.0,4623,344592,,2026-06-17
WELLINGTON GLOBAL EQUITY FUND 28R5,Recon break,Under Investigation,2026-06-03 09:30:00,USD,844000.0,15,844000.0,4199,374875,,2026-06-03
INVESTEC BANK LIMITED,Recon break,Pending Review,2026-06-03 09:30:00,USD,668000.0,15,668000.0,2845,344370,,2026-06-03
CENTRAL 1 CREDIT UNION,Late notice,Pending Review,2026-06-17 09:30:00,USD,42000.0,5,42000.0,8155,351924,,2026-06-17
DEUTSCHE BANK A.G.,Late notice,Under Investigation,2026-06-24 09:30:00,USD,433000.0,15,433000.0,4143,382887,,2026-06-24
BANK OF NOVA SCOTIA,Recon break,Under Investigation,2026-07-01 09:30:00,USD,174000.0,8,174000.0,8555,342367,,2026-07-01
CENTRAL 1 CREDIT UNION,Valuation dispute,Pending Review,2026-06-10 09:30:00,USD,571000.0,15,571000.0,8668,354118,,2026-06-10
WELLINGTON GLOBAL EQUITY FUND 28R5,Valuation dispute,Resolved,2026-07-01 09:30:00,USD,49000.0,15,49000.0,3282,366086,,2026-07-01
BIMCOR INC,MTM discrepancy,Resolved,2026-06-03 09:30:00,USD,530000.0,5,530000.0,4675,370687,,2026-06-03
MORGAN STANLEY INTL,Late notice,Under Investigation,2026-06-10 09:30:00,USD,541000.0,3,541000.0,4971,371489,,2026-06-10
SWISS LIFE AG,Valuation dispute,Under Investigation,2026-06-17 09:30:00,USD,512000.0,1,512000.0,7199,377081,,2026-06-17
CENTRAL 1 CREDIT UNION,Valuation dispute,Pending Review,2026-07-01 09:30:00,USD,381000.0,5,381000.0,9634,393134,,2026-07-01
INVESTEC BANK LIMITED,Late notice,Pending Review,2026-07-01 09:30:00,USD,232000.0,5,232000.0,7713,521980,,2026-07-01
SWISS LIFE AG,MTM discrepancy,Under Investigation,2026-06-17 09:30:00,USD,366000.0,1,366000.0,2307,391682,,2026-06-17
INVESTEC BANK LIMITED,Recon break,Resolved,2026-06-10 09:30:00,USD,233000.0,15,233000.0,9417,381364,,2026-06-10
CITIBANK NA,Late notice,Resolved,2026-06-03 09:30:00,USD,250000.0,1,250000.0,3430,395507,,2026-06-03
INVESTEC BANK LIMITED,Valuation dispute,Pending Review,2026-06-24 09:30:00,USD,158000.0,1,158000.0,3732,384545,,2026-06-24
BANCO HABITAT,Late notice,Pending Review,2026-06-03 09:30:00,USD,535000.0,8,535000.0,9910,366846,,2026-06-03
CENTRAL 1 CREDIT UNION,Recon break,Under Investigation,2026-07-01 09:30:00,USD,390000.0,8,390000.0,4865,348625,,2026-07-01
CENTRAL 1 CREDIT UNION,MTM discrepancy,Pending Review,2026-06-10 09:30:00,USD,16000.0,15,16000.0,7285,364818,,2026-06-10
CENTRAL 1 CREDIT UNION,Valuation dispute,Pending Review,2026-06-10 09:30:00,USD,421000.0,1,421000.0,6275,387621,,2026-06-10
BIMCOR INC,Late notice,Resolved,2026-06-10 09:30:00,USD,436000.0,15,436000.0,9007,371423,,2026-06-10
CENTRAL 1 CREDIT UNION,Late notice,Resolved,2026-07-01 09:30:00,USD,492000.0,1,492000.0,3034,344736,,2026-07-01
BANCO HABITAT,Late notice,Pending Review,2026-06-10 09:30:00,USD,373000.0,8,373000.0,9787,510479,,2026-06-10
BANK OF NOVA SCOTIA,Late notice,Under Investigation,2026-06-17 09:30:00,USD,621000.0,1,621000.0,7673,382873,,2026-06-17
DEUTSCHE BANK A.G.,Valuation dispute,Pending Review,2026-07-01 09:30:00,USD,529000.0,5,529000.0,4037,398426,,2026-07-01
