base_threshold_principal,base_threshold_counterparty,base_min_transfer_principal,base_min_transfer_counterparty,counterparty_rounding,principal_rounding,base_total_exposure_amount,action,agreed_amount,base_call_amount,booked_amount_first_leg,booked_amount_second_leg,call_status,counterparty_amount,reporting_call_amount,agreement_id,event_id,external_id,instrument_id,margin_type,reporting_currency,dispute_age,rescued_data,reporting_date
0.0,0.0,0.0,250000.0,10000.0,10000.0,100000.0,Call,4100000.0,4100000.0,,,No Call Required,,4100000.0,10836,93797,7229,,Net,USD,0.0,,2026-06-17
0.0,0.0,0.0,0.0,10000.0,10000.0,200000.0,Call,3700000.0,3700000.0,,,No Call Required,,3700000.0,11374,97548,7495,,Net,USD,0.0,,2026-06-10
0.0,0.0,0.0,250000.0,10000.0,10000.0,500000.0,Call,3900000.0,3900000.0,,,Pending Review,,3900000.0,11004,93064,7392,,Net,USD,0.0,,2026-06-24
0.0,0.0,0.0,250000.0,10000.0,10000.0,400000.0,Call,0.0,0.0,,,Pending Review,,0.0,11413,91615,7762,,Net,USD,0.0,,2026-06-10
0.0,250000.0,0.0,250000.0,10000.0,10000.0,100000.0,Recall,400000.0,400000.0,,,No Call Required,,400000.0,10097,91538,7269,,Net,USD,0.0,,2026-06-17
0.0,250000.0,0.0,0.0,10000.0,10000.0,-100000.0,Call,4500000.0,4500000.0,,,Pending Review,,4500000.0,11089,96718,7542,,Net,USD,0.0,,2026-06-10
0.0,0.0,0.0,0.0,10000.0,10000.0,0.0,Call,4600000.0,4600000.0,,,Pending Review,,4600000.0,10785,92265,7706,,Net,USD,0.0,,2026-06-17
0.0,0.0,0.0,250000.0,10000.0,10000.0,200000.0,Recall,4200000.0,4200000.0,,,No Call Required,,4200000.0,11642,99575,7435,,Net,USD,0.0,,2026-06-10
0.0,250000.0,0.0,250000.0,10000.0,10000.0,0.0,Call,2800000.0,2800000.0,,,No Call Required,,2800000.0,10075,93239,7272,,Net,USD,0.0,,2026-06-03
0.0,250000.0,0.0,250000.0,10000.0,10000.0,500000.0,Recall,2400000.0,2400000.0,,,No Call Required,,2400000.0,11855,92959,7207,,Net,USD,0.0,,2026-06-24
0.0,0.0,0.0,250000.0,10000.0,10000.0,400000.0,Call,1300000.0,1300000.0,,,Pending Review,,1300000.0,10871,91281,7608,,Net,USD,0.0,,2026-06-24
0.0,250000.0,0.0,250000.0,10000.0,10000.0,0.0,Recall,1500000.0,1500000.0,,,Pending Review,,1500000.0,11603,93351,7125,,Net,USD,0.0,,2026-06-24
0.0,250000.0,0.0,250000.0,10000.0,10000.0,-100000.0,Recall,4800000.0,4800000.0,,,No Call Required,,4800000.0,10364,93625,7423,,Net,USD,,,2026-06-10
0.0,250000.0,0.0,250000.0,10000.0,10000.0,0.0,Call,3300000.0,3300000.0,,,No Call Required,,3300000.0,11884,93986,7006,,Net,USD,0.0,,2026-06-10
0.0,0.0,0.0,0.0,10000.0,10000.0,0.0,ITM No Calls,2000000.0,2000000.0,,,Pending Review,,2000000.0,10871,92759,7173,,Net,USD,0.0,,2026-06-17
0.0,250000.0,0.0,250000.0,10000.0,10000.0,300000.0,ITM No Calls,3000000.0,3000000.0,,,No Call Required,,3000000.0,10156,93381,7922,,Net,USD,,,2026-06-17
0.0,250000.0,0.0,0.0,10000.0,10000.0,100000.0,ITM No Calls,1700000.0,1700000.0,,,No Call Required,,1700000.0,10888,99967,7503,,Net,USD,0.0,,2026-06-24
0.0,0.0,0.0,0.0,10000.0,10000.0,-200000.0,Call,4000000.0,4000000.0,,,No Call Required,,4000000.0,11176,99307,7891,,Net,USD,0.0,,2026-06-17
0.0,250000.0,0.0,250000.0,10000.0,10000.0,100000.0,ITM No Calls,2000000.0,2000000.0,,,Pending Review,,2000000.0,10920,98676,7009,,Net,USD,0.0,,2026-07-01
0.0,0.0,0.0,0.0,10000.0,10000.0,300000.0,Recall,3800000.0,3800000.0,,,Pending Review,,3800000.0,11761,99025,7430,,Net,USD,0.0,,2026-06-24
0.0,0.0,0.0,0.0,10000.0,10000.0,-200000.0,Recall,4900000.0,4900000.0,,,No Call Required,,4900000.0,10901,99252,7408,,Net,USD,0.0,,2026-07-01
0.0,0.0,0.0,250000.0,10000.0,10000.0,-200000.0,ITM No Calls,600000.0,600000.0,,,Pending Review,,600000.0,10249,99067,7879,,Net,USD,0.0,,2026-06-03
0.0,0.0,0.0,250000.0,10000.0,10000.0,200000.0,ITM No Calls,2900000.0,2900000.0,,,Pending Review,,2900000.0,10155,97972,7623,,Net,USD,0.0,,2026-06-03
0.0,250000.0,0.0,250000.0,10000.0,10000.0,200000.0,ITM No Calls,2900000.0,2900000.0,,,No Call Required,,2900000.0,10485,98113,7082,,Net,USD,0.0,,2026-06-17
0.0,250000.0,0.0,0.0,10000.0,10000.0,500000.0,Call,4500000.0,4500000.0,,,No Call Required,,4500000.0,10583,95438,7129,,Net,USD,0.0,,2026-06-17
0.0,0.0,0.0,250000.0,10000.0,10000.0,200000.0,Call,3200000.0,3200000.0,,,Pending Review,,3200000.0,11758,95078,7999,,Net,USD,0.0,,2026-06-10
0.0,0.0,0.0,0.0,10000.0,10000.0,100000.0,Recall,2500000.0,2500000.0,,,Pending Review,,2500000.0,10346,95066,7279,,Net,USD,0.0,,2026-07-01
0.0,250000.0,0.0,0.0,10000.0,10000.0,-200000.0,Call,1100000.0,1100000.0,,,Pending Review,,1100000.0,10779,93188,7168,,Net,USD,0.0,,2026-07-01
0.0,250000.0,0.0,0.0,10000.0,10000.0,400000.0,Recall,2200000.0,2200000.0,,,No Call Required,,2200000.0,11612,90365,7533,,Net,USD,,,2026-07-01
0.0,0.0,0.0,0.0,10000.0,10000.0,-100000.0,Recall,1600000.0,1600000.0,,,Pending Review,,1600000.0,10542,97463,7117,,Net,USD,0.0,,2026-06-24
0.0,0.0,0.0,250000.0,10000.0,10000.0,-100000.0,Call,4200000.0,4200000.0,,,Pending Review,,4200000.0,11821,91150,7172,,Net,USD,0.0,,2026-06-10
0.0,250000.0,0.0,250000.0,10000.0,10000.0,400000.0,Call,4200000.0,4200000.0,,,No Call Required,,4200000.0,11004,90120,7219,,Net,USD,0.0,,2026-07-01
0.0,0.0,0.0,0.0,10000.0,10000.0,300000.0,Recall,3300000.0,3300000.0,,,Pending Review,,3300000.0,11051,91097,7199,,Net,USD,0.0,,2026-06-10
0.0,0.0,0.0,0.0,10000.0,10000.0,400000.0,Call,3000000.0,3000000.0,,,Pending Review,,3000000.0,10918,98058,7098,,Net,USD,0.0,,2026-07-01
0.0,250000.0,0.0,0.0,10000.0,10000.0,200000.0,Recall,1300000.0,1300000.0,,,Pending Review,,1300000.0,11933,97022,7687,,Net,USD,0.0,,2026-06-17
0.0,0.0,0.0,0.0,10000.0,10000.0,-100000.0,ITM No Calls,4000000.0,4000000.0,,,Pending Review,,4000000.0,10911,90164,7721,,Net,USD,0.0,,2026-06-03
0.0,250000.0,0.0,0.0,10000.0,10000.0,200000.0,Recall,4900000.0,4900000.0,,,Pending Review,,4900000.0,10368,95822,7753,,Net,USD,0.0,,2026-06-03
0.0,250000.0,0.0,0.0,10000.0,10000.0,-100000.0,ITM No Calls,3000000.0,3000000.0,,,No Call Required,,3000000.0,10293,96487,7768,,Net,USD,0.0,,2026-06-03
0.0,250000.0,0.0,250000.0,10000.0,10000.0,-100000.0,ITM No Calls,4200000.0,4200000.0,,,Pending Review,,4200000.0,11296,99481,7092,,Net,USD,0.0,,2026-07-01
0.0,0.0,0.0,250000.0,10000.0,10000.0,100000.0,ITM No Calls,400000.0,400000.0,,,Pending Review,,400000.0,11459,94783,7415,,Net,USD,,,2026-06-10
0.0,0.0,0.0,250000.0,10000.0,10000.0,500000.0,Recall,4700000.0,4700000.0,,,Pending Review,,4700000.0,10890,98223,7310,,Net,USD,0.0,,2026-06-03
0.0,0.0,0.0,0.0,10000.0,10000.0,-100000.0,Recall,2000000.0,2000000.0,,,Pending Review,,2000000.0,11692,98293,7014,,Net,USD,0.0,,2026-06-10
0.0,0.0,0.0,250000.0,10000.0,10000.0,400000.0,Call,4100000.0,4100000.0,,,No Call Required,,4100000.0,11769,95824,7939,,Net,USD,0.0,,2026-06-03
0.0,0.0,0.0,0.0,10000.0,10000.0,-200000.0,Recall,4500000.0,4500000.0,,,No Call Required,,4500000.0,11738,91723,7247,,Net,USD,0.0,,2026-07-01
0.0,250000.0,0.0,250000.0,10000.0,10000.0,300000.0,Call,1800000.0,1800000.0,,,Pending Review,,1800000.0,11003,98284,7990,,Net,USD,0.0,,2026-06-24
0.0,250000.0,0.0,250000.0,10000.0,10000.0,100000.0,Call,200000.0,200000.0,,,No Call Required,,200000.0,10064,90753,7525,,Net,USD,0.0,,2026-06-17
0.0,250000.0,0.0,250000.0,10000.0,10000.0,500000.0,ITM No Calls,3200000.0,3200000.0,,,No Call Required,,3200000.0,10959,97948,7591,,Net,USD,0.0,,2026-06-24
0.0,0.0,0.0,250000.0,10000.0,10000.0,-200000.0,Recall,4400000.0,4400000.0,,,No Call Required,,4400000.0,11350,90806,7699,,Net,USD,0.0,,2026-06-03
0.0,0.0,0.0,0.0,10000.0,10000.0,0.0,ITM No Calls,2000000.0,2000000.0,,,No Call Required,,2000000.0,11342,98192,7601,,Net,USD,0.0,,2026-06-24
0.0,0.0,0.0,0.0,10000.0,10000.0,200000.0,ITM No Calls,3000000.0,3000000.0,,,No Call Required,,3000000.0,11340,92449,7256,,Net,USD,0.0,,2026-06-10
0.0,250000.0,0.0,0.0,10000.0,10000.0,100000.0,Recall,1800000.0,1800000.0,,,Pending Review,,1800000.0,11480,99587,7488,,Net,USD,0.0,,2026-07-01
0.0,0.0,0.0,0.0,10000.0,10000.0,-100000.0,Call,2700000.0,2700000.0,,,Pending Review,,2700000.0,11457,99136,7221,,Net,USD,0.0,,2026-06-24
0.0,250000.0,0.0,250000.0,10000.0,10000.0,100000.0,Call,2300000.0,2300000.0,,,Pending Review,,2300000.0,11861,90959,7607,,Net,USD,0.0,,2026-06-24
0.0,0.0,0.0,0.0,10000.0,10000.0,200000.0,ITM No Calls,3000000.0,3000000.0,,,Pending Review,,3000000.0,10624,90238,7379,,Net,USD,0.0,,2026-07-01
0.0,0.0,0.0,0.0,10000.0,10000.0,0.0,ITM No Calls,3800000.0,3800000.0,,,Pending Review,,3800000.0,10840,95915,7609,,Net,USD,0.0,,2026-07-01
0.0,0.0,0.0,250000.0,10000.0,10000.0,200000.0,Recall,4500000.0,4500000.0,,,No Call Required,,4500000.0,11931,91571,7682,,Net,USD,,,2026-06-24
0.0,0.0,0.0,0.0,10000.0,10000.0,0.0,Call,3100000.0,3100000.0,,,No Call Required,,3100000.0,10908,97635,7674,,Net,USD,0.0,,2026-06-24
0.0,250000.0,0.0,0.0,10000.0,10000.0,0.0,ITM No Calls,4600000.0,4600000.0,,,No Call Required,,4600000.0,11139,99077,7384,,Net,USD,0.0,,2026-07-01
0.0,250000.0,0.0,0.0,10000.0,10000.0,-200000.0,ITM No Calls,400000.0,400000.0,,,Pending Review,,400000.0,10951,96614,7377,,Net,USD,0.0,,2026-06-17
0.0,0.0,0.0,250000.0,10000.0,10000.0,-200000.0,Recall,600000.0,600000.0,,,No Call Required,,600000.0,11126,90803,7738,,Net,USD,0.0,,2026-07-01
0.0,250000.0,0.0,0.0,10000.0,10000.0,-200000.0,Recall,3600000.0,3600000.0,,,No Call Required,,3600000.0,10081,90522,7551,,Net,USD,0.0,,2026-07-01
0.0,0.0,0.0,0.0,10000.0,10000.0,100000.0,Recall,4400000.0,4400000.0,,,No Call Required,,4400000.0,11742,94780,7283,,Net,USD,,,2026-06-17
0.0,0.0,0.0,250000.0,10000.0,10000.0,-200000.0,Recall,3600000.0,3600000.0,,,No Call Required,,3600000.0,11882,91946,7518,,Net,USD,0.0,,2026-06-17
0.0,0.0,0.0,250000.0,10000.0,10000.0,200000.0,Recall,200000.0,200000.0,,,Pending Review,,200000.0,10074,97124,7513,,Net,USD,0.0,,2026-06-03
0.0,0.0,0.0,250000.0,10000.0,10000.0,100000.0,Recall,5000000.0,5000000.0,,,No Call Required,,5000000.0,10566,91064,7380,,Net,USD,0.0,,2026-06-24
0.0,0.0,0.0,250000.0,10000.0,10000.0,400000.0,Recall,4000000.0,4000000.0,,,No Call Required,,4000000.0,11154,90144,7735,,Net,USD,0.0,,2026-06-03
0.0,250000.0,0.0,250000.0,10000.0,10000.0,400000.0,Recall,4200000.0,4200000.0,,,No Call Required,,4200000.0,10117,92669,7204,,Net,USD,0.0,,2026-07-01
0.0,0.0,0.0,0.0,10000.0,10000.0,400000.0,Call,1300000.0,1300000.0,,,No Call Required,,1300000.0,11464,95907,7792,,Net,USD,0.0,,2026-06-03
0.0,250000.0,0.0,250000.0,10000.0,10000.0,-200000.0,Recall,1400000.0,1400000.0,,,Pending Review,,1400000.0,10550,93347,7544,,Net,USD,0.0,,2026-07-01
0.0,0.0,0.0,250000.0,10000.0,10000.0,200000.0,ITM No Calls,1300000.0,1300000.0,,,No Call Required,,1300000.0,10038,99198,7247,,Net,USD,0.0,,2026-07-01
0.0,250000.0,0.0,250000.0,10000.0,10000.0,500000.0,Recall,900000.0,900000.0,,,No Call Required,,900000.0,11952,90276,7688,,Net,USD,0.0,,2026-06-10
0.0,0.0,0.0,250000.0,10000.0,10000.0,500000.0,Call,4000000.0,4000000.0,,,Pending Review,,4000000.0,10458,98709,7762,,Net,USD,0.0,,2026-06-24
0.0,0.0,0.0,250000.0,10000.0,10000.0,-100000.0,ITM No Calls,4500000.0,4500000.0,,,No Call Required,,4500000.0,11547,92975,7247,,Net,USD,0.0,,2026-06-17
0.0,0.0,0.0,0.0,10000.0,10000.0,-100000.0,ITM No Calls,3300000.0,3300000.0,,,No Call Required,,3300000.0,10745,99677,7175,,Net,USD,0.0,,2026-06-24
0.0,250000.0,0.0,0.0,10000.0,10000.0,0.0,Call,3100000.0,3100000.0,,,No Call Required,,3100000.0,10374,93017,7548,,Net,USD,0.0,,2026-06-24
0.0,0.0,0.0,250000.0,10000.0,10000.0,200000.0,Call,4900000.0,4900000.0,,,No Call Required,,4900000.0,10130,92852,7434,,Net,USD,0.0,,2026-06-24
0.0,250000.0,0.0,250000.0,10000.0,10000.0,100000.0,Recall,500000.0,500000.0,,,No Call Required,,500000.0,10039,91746,7580,,Net,USD,0.0,,2026-06-24
0.0,0.0,0.0,250000.0,10000.0,10000.0,100000.0,Call,4800000.0,4800000.0,,,Pending Review,,4800000.0,10005,93084,7675,,Net,USD,0.0,,2026-06-24
0.0,0.0,0.0,250000.0,10000.0,10000.0,-200000.0,ITM No Calls,1800000.0,1800000.0,,,No Call Required,,1800000.0,11650,98949,7403,,Net,USD,0.0,,2026-06-03
0.0,0.0,0.0,250000.0,10000.0,10000.0,-200000.0,Recall,2100000.0,2100000.0,,,Pending Review,,2100000.0,11883,99537,7754,,Net,USD,0.0,,2026-06-03
0.0,0.0,0.0,250000.0,10000.0,10000.0,-200000.0,Call,4100000.0,4100000.0,,,Pending Review,,4100000.0,10369,92946,7534,,Net,USD,0.0,,2026-06-03
0.0,0.0,0.0,250000.0,10000.0,10000.0,300000.0,ITM No Calls,4200000.0,4200000.0,,,Pending Review,,4200000.0,11908,98834,7367,,Net,USD,0.0,,2026-06-10
0.0,0.0,0.0,0.0,10000.0,10000.0,100000.0,Call,2300000.0,2300000.0,,,Pending Review,,2300000.0,10212,98214,7163,,Net,USD,0.0,,2026-06-03
0.0,0.0,0.0,250000.0,10000.0,10000.0,300000.0,Call,0.0,0.0,,,No Call Required,,0.0,11090,96383,7104,,Net,USD,0.0,,2026-06-10
0.0,0.0,0.0,250000.0,10000.0,10000.0,400000.0,ITM No Calls,300000.0,300000.0,,,No Call Required,,300000.0,11745,94100,7623,,Net,USD,0.0,,2026-06-17
0.0,250000.0,0.0,0.0,10000.0,10000.0,400000.0,Call,2900000.0,2900000.0,,,Pending Review,,2900000.0,11246,92966,7939,,Net,USD,0.0,,2026-06-03
0.0,0.0,0.0,250000.0,10000.0,10000.0,0.0,Recall,400000.0,400000.0,,,No Call Required,,400000.0,11243,94345,7485,,Net,USD,0.0,,2026-06-17
0.0,250000.0,0.0,0.0,10000.0,10000.0,500000.0,Call,2200000.0,2200000.0,,,No Call Required,,2200000.0,11914,96754,7049,,Net,USD,0.0,,2026-07-01
0.0,250000.0,0.0,250000.0,10000.0,10000.0,-200000.0,ITM No Calls,3200000.0,3200000.0,,,No Call Required,,3200000.0,10807,94700,7730,,Net,USD,0.0,,2026-06-24
0.0,0.0,0.0,0.0,10000.0,10000.0,500000.0,Recall,2700000.0,2700000.0,,,Pending Review,,2700000.0,10593,94881,7275,,Net,USD,0.0,,2026-06-24
0.0,250000.0,0.0,250000.0,10000.0,10000.0,500000.0,Recall,1900000.0,1900000.0,,,Pending Review,,1900000.0,11996,95850,7594,,Net,USD,0.0,,2026-06-10
0.0,250000.0,0.0,0.0,10000.0,10000.0,300000.0,ITM No Calls,1800000.0,1800000.0,,,No Call Required,,1800000.0,11966,95901,7090,,Net,USD,0.0,,2026-07-01
0.0,250000.0,0.0,0.0,10000.0,10000.0,400000.0,Recall,100000.0,100000.0,,,Pending Review,,100000.0,11681,94822,7604,,Net,USD,0.0,,2026-06-24
0.0,250000.0,0.0,250000.0,10000.0,10000.0,-100000.0,Recall,500000.0,500000.0,,,Pending Review,,500000.0,10328,92733,7051,,Net,USD,0.0,,2026-06-17
0.0,0.0,0.0,250000.0,10000.0,10000.0,-200000.0,Call,500000.0,500000.0,,,Pending Review,,500000.0,11769,93247,7813,,Net,USD,0.0,,2026-06-24
0.0,250000.0,0.0,250000.0,10000.0,10000.0,100000.0,Recall,4700000.0,4700000.0,,,No Call Required,,4700000.0,10160,99541,7075,,Net,USD,0.0,,2026-07-01
0.0,0.0,0.0,0.0,10000.0,10000.0,-200000.0,Recall,3300000.0,3300000.0,,,No Call Required,,3300000.0,11324,97199,7436,,Net,USD,0.0,,2026-06-24
0.0,0.0,0.0,250000.0,10000.0,10000.0,200000.0,ITM No Calls,900000.0,900000.0,,,Pending Review,,900000.0,11794,96908,7882,,Net,USD,0.0,,2026-06-24
0.0,0.0,0.0,0.0,10000.0,10000.0,-100000.0,Call,1800000.0,1800000.0,,,No Call Required,,1800000.0,11527,94392,7467,,Net,USD,0.0,,2026-06-17
0.0,0.0,0.0,0.0,10000.0,10000.0,200000.0,Recall,700000.0,700000.0,,,Pending Review,,700000.0,10741,91012,7534,,Net,USD,0.0,,2026-06-24
0.0,0.0,0.0,250000.0,10000.0,10000.0,200000.0,ITM No Calls,2000000.0,2000000.0,,,No Call Required,,2000000.0,10936,99471,7003,,Net,USD,0.0,,2026-06-03
0.0,0.0,0.0,250000.0,10000.0,10000.0,500000.0,Call,2600000.0,2600000.0,,,Pending Review,,2600000.0,10561,99225,7882,,Net,USD,0.0,,2026-06-24
0.0,250000.0,0.0,250000.0,10000.0,10000.0,500000.0,ITM No Calls,200000.0,200000.0,,,No Call Required,,200000.0,11605,93290,7077,,Net,USD,0.0,,2026-06-03
0.0,250000.0,0.0,250000.0,10000.0,10000.0,0.0,Recall,2600000.0,2600000.0,,,No Call Required,,2600000.0,11552,97761,7315,,Net,USD,0.0,,2026-06-24
0.0,250000.0,0.0,250000.0,10000.0,10000.0,100000.0,Call,1800000.0,1800000.0,,,Pending Review,,1800000.0,10352,98547,7377,,Net,USD,0.0,,2026-06-24
0.0,250000.0,0.0,0.0,10000.0,10000.0,100000.0,Call,1900000.0,1900000.0,,,Pending Review,,1900000.0,11414,95679,7385,,Net,USD,0.0,,2026-06-03
0.0,0.0,0.0,0.0,10000.0,10000.0,100000.0,Recall,1200000.0,1200000.0,,,No Call Required,,1200000.0,10518,94574,7065,,Net,USD,0.0,,2026-06-10
0.0,250000.0,0.0,250000.0,10000.0,10000.0,300000.0,ITM No Calls,400000.0,400000.0,,,Pending Review,,400000.0,11132,91664,7822,,Net,USD,0.0,,2026-06-10
0.0,0.0,0.0,0.0,10000.0,10000.0,-200000.0,Recall,4700000.0,4700000.0,,,No Call Required,,4700000.0,11179,96546,7924,,Net,USD,0.0,,2026-06-10
0.0,250000.0,0.0,250000.0,10000.0,10000.0,400000.0,Call,4000000.0,4000000.0,,,No Call Required,,4000000.0,10207,93367,7374,,Net,USD,0.0,,2026-06-10
0.0,0.0,0.0,0.0,10000.0,10000.0,0.0,ITM No Calls,4700000.0,4700000.0,,,Pending Review,,4700000.0,11713,93003,7125,,Net,USD,0.0,,2026-06-24
0.0,0.0,0.0,250000.0,10000.0,10000.0,-100000.0,Call,4800000.0,4800000.0,,,No Call Required,,4800000.0,11229,95887,7992,,Net,USD,0.0,,2026-06-03
0.0,0.0,0.0,250000.0,10000.0,10000.0,100000.0,Call,2500000.0,2500000.0,,,Pending Review,,2500000.0,10687,94785,7538,,Net,USD,0.0,,2026-06-24
0.0,250000.0,0.0,0.0,10000.0,10000.0,0.0,Recall,700000.0,700000.0,,,No Call Required,,700000.0,10237,94829,7602,,Net,USD,0.0,,2026-06-10
0.0,0.0,0.0,250000.0,10000.0,10000.0,100000.0,Recall,1600000.0,1600000.0,,,Pending Review,,1600000.0,10872,99671,7282,,Net,USD,0.0,,2026-06-17
0.0,0.0,0.0,250000.0,10000.0,10000.0,-100000.0,ITM No Calls,4600000.0,4600000.0,,,Pending Review,,4600000.0,11376,91923,7926,,Net,USD,0.0,,2026-06-17
0.0,250000.0,0.0,250000.0,10000.0,10000.0,300000.0,Recall,4300000.0,4300000.0,,,Pending Review,,4300000.0,11683,96307,7608,,Net,USD,0.0,,2026-07-01
0.0,250000.0,0.0,250000.0,10000.0,10000.0,100000.0,Recall,4000000.0,4000000.0,,,Pending Review,,4000000.0,10541,94123,7283,,Net,USD,0.0,,2026-06-10
0.0,0.0,0.0,250000.0,10000.0,10000.0,400000.0,Recall,4600000.0,4600000.0,,,Pending Review,,4600000.0,11709,99794,7532,,Net,USD,,,2026-06-10
0.0,250000.0,0.0,0.0,10000.0,10000.0,500000.0,Call,2500000.0,2500000.0,,,No Call Required,,2500000.0,11143,91369,7442,,Net,USD,0.0,,2026-06-10
0.0,0.0,0.0,0.0,10000.0,10000.0,-100000.0,Call,1200000.0,1200000.0,,,No Call Required,,1200000.0,11781,95913,7315,,Net,USD,,,2026-06-24
0.0,0.0,0.0,0.0,10000.0,10000.0,500000.0,Call,1200000.0,1200000.0,,,No Call Required,,1200000.0,11180,98008,7678,,Net,USD,0.0,,2026-06-17
0.0,0.0,0.0,250000.0,10000.0,10000.0,100000.0,Call,1000000.0,1000000.0,,,Pending Review,,1000000.0,11164,90685,7864,,Net,USD,0.0,,2026-06-17
0.0,250000.0,0.0,0.0,10000.0,10000.0,-200000.0,ITM No Calls,100000.0,100000.0,,,No Call Required,,100000.0,10751,91352,7869,,Net,USD,0.0,,2026-06-24
0.0,250000.0,0.0,250000.0,10000.0,10000.0,-200000.0,Recall,3400000.0,3400000.0,,,No Call Required,,3400000.0,11653,98347,7515,,Net,USD,0.0,,2026-07-01
0.0,250000.0,0.0,250000.0,10000.0,10000.0,300000.0,ITM No Calls,2400000.0,2400000.0,,,Pending Review,,2400000.0,10475,91082,7564,,Net,USD,0.0,,2026-06-03
0.0,0.0,0.0,250000.0,10000.0,10000.0,-200000.0,Recall,1200000.0,1200000.0,,,Pending Review,,1200000.0,11792,99298,7761,,Net,USD,0.0,,2026-07-01
0.0,0.0,0.0,250000.0,10000.0,10000.0,-200000.0,Call,1600000.0,1600000.0,,,Pending Review,,1600000.0,10929,93949,7718,,Net,USD,0.0,,2026-06-03
0.0,0.0,0.0,250000.0,10000.0,10000.0,100000.0,Call,1300000.0,1300000.0,,,No Call Required,,1300000.0,11639,94162,7095,,Net,USD,0.0,,2026-06-03
0.0,250000.0,0.0,250000.0,10000.0,10000.0,-100000.0,Recall,0.0,0.0,,,Pending Review,,0.0,10636,92257,7070,,Net,USD,0.0,,2026-06-24
0.0,250000.0,0.0,0.0,10000.0,10000.0,400000.0,Call,2200000.0,2200000.0,,,No Call Required,,2200000.0,11876,97836,7177,,Net,USD,0.0,,2026-06-03
0.0,250000.0,0.0,250000.0,10000.0,10000.0,-100000.0,ITM No Calls,900000.0,900000.0,,,Pending Review,,900000.0,11860,93303,7717,,Net,USD,0.0,,2026-07-01
0.0,0.0,0.0,0.0,10000.0,10000.0,500000.0,Recall,2100000.0,2100000.0,,,No Call Required,,2100000.0,10289,99881,7134,,Net,USD,0.0,,2026-07-01
0.0,0.0,0.0,0.0,10000.0,10000.0,200000.0,Call,3800000.0,3800000.0,,,Pending Review,,3800000.0,10028,99107,7452,,Net,USD,0.0,,2026-07-01
0.0,250000.0,0.0,250000.0,10000.0,10000.0,-200000.0,Call,2700000.0,2700000.0,,,No Call Required,,2700000.0,11646,99359,7102,,Net,USD,0.0,,2026-07-01
0.0,0.0,0.0,0.0,10000.0,10000.0,100000.0,Call,3400000.0,3400000.0,,,Pending Review,,3400000.0,11659,91018,7557,,Net,USD,0.0,,2026-07-01
0.0,0.0,0.0,250000.0,10000.0,10000.0,-200000.0,ITM No Calls,4900000.0,4900000.0,,,No Call Required,,4900000.0,10221,92571,7399,,Net,USD,0.0,,2026-06-03
0.0,0.0,0.0,250000.0,10000.0,10000.0,100000.0,ITM No Calls,4600000.0,4600000.0,,,No Call Required,,4600000.0,10396,97986,7054,,Net,USD,0.0,,2026-06-24
0.0,250000.0,0.0,250000.0,10000.0,10000.0,200000.0,Call,1600000.0,1600000.0,,,No Call Required,,1600000.0,10835,96651,7483,,Net,USD,0.0,,2026-06-17
0.0,0.0,0.0,0.0,10000.0,10000.0,-200000.0,Recall,1800000.0,1800000.0,,,Pending Review,,1800000.0,11219,90413,7791,,Net,USD,,,2026-07-01
0.0,250000.0,0.0,0.0,10000.0,10000.0,400000.0,Call,3300000.0,3300000.0,,,No Call Required,,3300000.0,11433,90714,7011,,Net,USD,0.0,,2026-06-10
0.0,250000.0,0.0,250000.0,10000.0,10000.0,100000.0,Call,700000.0,700000.0,,,Pending Review,,700000.0,10130,92424,7390,,Net,USD,0.0,,2026-06-24
0.0,250000.0,0.0,0.0,10000.0,10000.0,300000.0,Call,1100000.0,1100000.0,,,Pending Review,,1100000.0,10768,97159,7140,,Net,USD,0.0,,2026-06-10
0.0,250000.0,0.0,250000.0,10000.0,10000.0,0.0,Call,3800000.0,3800000.0,,,Pending Review,,3800000.0,10325,98549,7205,,Net,USD,0.0,,2026-07-01
0.0,250000.0,0.0,250000.0,10000.0,10000.0,300000.0,ITM No Calls,3100000.0,3100000.0,,,No Call Required,,3100000.0,10038,93731,7686,,Net,USD,0.0,,2026-06-10
0.0,250000.0,0.0,250000.0,10000.0,10000.0,300000.0,Call,4800000.0,4800000.0,,,No Call Required,,4800000.0,11886,91502,7065,,Net,USD,0.0,,2026-06-17
0.0,250000.0,0.0,0.0,10000.0,10000.0,-200000.0,Call,3700000.0,3700000.0,,,Pending Review,,3700000.0,10993,93146,7073,,Net,USD,0.0,,2026-07-01
0.0,0.0,0.0,250000.0,10000.0,10000.0,-100000.0,Recall,4800000.0,4800000.0,,,No Call Required,,4800000.0,11489,94426,7909,,Net,USD,0.0,,2026-06-10
0.0,0.0,0.0,250000.0,10000.0,10000.0,100000.0,Recall,2000000.0,2000000.0,,,Pending Review,,2000000.0,11253,99703,7555,,Net,USD,0.0,,2026-06-24
0.0,0.0,0.0,0.0,10000.0,10000.0,-100000.0,ITM No Calls,200000.0,200000.0,,,No Call Required,,200000.0,10082,98926,7324,,Net,USD,0.0,,2026-07-01
0.0,0.0,0.0,250000.0,10000.0,10000.0,500000.0,Recall,2800000.0,2800000.0,,,No Call Required,,2800000.0,10605,99445,7092,,Net,USD,0.0,,2026-06-03
