parent_id,petrid,org_lei,parent_lei,parent_name,internal_rating,internal_flag,rescued_data,reporting_date
SZBJ,600370,5493077445798779,5493063614724774,SYNTH FUND SZBJ,3A,Y,,2026-06-10
QLGO,600371,5493067168253701,5493068103226159,SYNTH FUND QLGO,,Y,,2026-06-10
BWCX,600372,5493017388084068,,SYNTH FUND BWCX,1B,Y,,2026-06-10
MNYU,600373,5493000312537318,5493019762246649,SYNTH FUND MNYU,1B,N,,2026-06-10
EVPT,600374,5493003298159680,5493004588671413,SYNTH FUND EVPT,1A,N,,2026-06-10
NTDN,600375,5493069790104405,5493004960582419,SYNTH FUND NTDN,1B,Y,,2026-06-10
IJQE,600376,5493046798490805,5493028260056627,SYNTH FUND IJQE,2B,N,,2026-06-10
HRQT,600377,5493078479807969,5493042685870818,SYNTH FUND HRQT,1A,N,,2026-06-10
VWGX,600378,5493053333878635,5493051232910014,SYNTH FUND VWGX,1A,Y,,2026-06-10
FCLO,600379,5493016561245521,5493086182528769,SYNTH FUND FCLO,1A,Y,,2026-06-10
BDKE,600380,5493093983172205,5493091670720402,SYNTH FUND BDKE,2B,Y,,2026-06-10
YBOC,600381,5493034624296362,5493042487983963,SYNTH FUND YBOC,1A,N,,2026-06-10
YMSW,600382,5493047661761631,5493011072695174,SYNTH FUND YMSW,1B,N,,2026-06-10
YUGY,600383,,5493048885386538,SYNTH FUND YUGY,3A,Y,,2026-06-10
NFFR,600384,5493039043813633,5493052054821758,SYNTH FUND NFFR,,Y,,2026-06-10
GFTW,600385,5493053867685905,5493045109796115,SYNTH FUND GFTW,1A,Y,,2026-06-10
NUFX,600386,5493071317380406,5493090370326192,SYNTH FUND NUFX,3A,Y,,2026-06-10
TUWR,600387,5493072758506083,,SYNTH FUND TUWR,2B,N,,2026-06-10
WQKX,600388,5493097927447588,5493032417280162,SYNTH FUND WQKX,1B,Y,,2026-06-10
DCAS,600389,5493084847483016,5493045038918551,SYNTH FUND DCAS,2B,N,,2026-06-10
SFKF,600390,5493091056271616,5493015222225056,SYNTH FUND SFKF,2B,Y,,2026-06-10
RTDJ,600391,5493017145945462,,SYNTH FUND RTDJ,1A,N,,2026-06-10
WPFE,600392,5493004208804260,5493040072567819,SYNTH FUND WPFE,3A,Y,,2026-06-10
BCRS,600393,,5493008440709879,SYNTH FUND BCRS,1B,Y,,2026-06-10
MVPA,600394,5493053517450834,5493067341093092,SYNTH FUND MVPA,,Y,,2026-06-10
RAUO,600395,5493091020173917,5493004727316635,SYNTH FUND RAUO,,Y,,2026-06-10
FSUT,600396,5493072901872369,5493094303074810,SYNTH FUND FSUT,2A,Y,,2026-06-10
XQUV,600397,5493087106301111,5493009226487103,SYNTH FUND XQUV,,Y,,2026-06-10
TCDU,600398,5493051360872358,5493001081840727,SYNTH FUND TCDU,3A,N,,2026-06-10
XYDS,600399,5493073891848746,5493095896631101,SYNTH FUND XYDS,3A,Y,,2026-06-10
KNSP,600400,5493051421331982,5493068059663531,SYNTH FUND KNSP,,Y,,2026-06-10
TPEX,600401,5493022577612779,5493014582228276,SYNTH FUND TPEX,1A,N,,2026-06-10
NOEJ,600402,,5493071121594929,SYNTH FUND NOEJ,2A,Y,,2026-06-10
NTWR,600403,5493031857313040,5493091922203263,SYNTH FUND NTWR,,N,,2026-06-10
KLEG,600404,5493083026625385,5493082314688832,SYNTH FUND KLEG,2B,Y,,2026-06-10
EWDC,600405,5493029162554654,5493022072753154,SYNTH FUND EWDC,3A,Y,,2026-06-10
YOLH,600406,5493080064833111,5493035675397461,SYNTH FUND YOLH,1A,N,,2026-06-10
HYHS,600407,5493051110631481,5493078639524524,SYNTH FUND HYHS,3A,N,,2026-06-10
JWXJ,600408,5493071947202641,,SYNTH FUND JWXJ,,Y,,2026-06-10
HQBM,600409,5493003563056882,5493030863183745,SYNTH FUND HQBM,,Y,,2026-06-10
MBIQ,600410,5493005568979671,5493085225384787,SYNTH FUND MBIQ,3A,N,,2026-06-10
BBTN,600411,5493091757947125,5493087635270198,SYNTH FUND BBTN,1A,Y,,2026-06-10
ZXKA,600412,5493024277181467,5493057759100482,SYNTH FUND ZXKA,,N,,2026-06-10
XOQG,600413,5493014562226307,,SYNTH FUND XOQG,,Y,,2026-06-10
NHIL,600414,5493058073919731,5493065324106692,SYNTH FUND NHIL,1B,N,,2026-06-10
JNFK,600415,5493018468612576,,SYNTH FUND JNFK,2B,Y,,2026-06-10
GYLS,600416,5493083174239692,5493017048107318,SYNTH FUND GYLS,,N,,2026-06-10
CJJO,600417,5493057385545329,5493081307922293,SYNTH FUND CJJO,1A,Y,,2026-06-10
LWMU,600418,5493087410809468,5493000610519061,SYNTH FUND LWMU,2A,N,,2026-06-10
ZACU,600419,5493029606366421,5493087474077762,SYNTH FUND ZACU,2B,N,,2026-06-10
DYKZ,600420,,5493070126581602,SYNTH FUND DYKZ,1A,N,,2026-06-10
UVGR,600421,5493084174959682,5493046870331359,SYNTH FUND UVGR,3A,Y,,2026-06-10
XOPA,600422,5493057835103134,5493066105460094,SYNTH FUND XOPA,1B,N,,2026-06-10
NXGA,600423,5493036421108555,5493036303494184,SYNTH FUND NXGA,2A,Y,,2026-06-10
IPUD,600424,5493076957187910,5493034578223076,SYNTH FUND IPUD,1A,N,,2026-06-10
XKGM,600425,5493062614358442,5493033836842859,SYNTH FUND XKGM,3A,N,,2026-06-10
ACYB,600426,,5493071658990781,SYNTH FUND ACYB,1A,Y,,2026-06-10
IMYN,600427,5493046632383731,5493028609954562,SYNTH FUND IMYN,2B,Y,,2026-06-10
QXOV,600428,,5493024958062764,SYNTH FUND QXOV,3A,Y,,2026-06-10
PWKG,600429,5493001478415293,5493005728041669,SYNTH FUND PWKG,,Y,,2026-06-10
YKUF,600430,5493036833702044,5493006805611699,SYNTH FUND YKUF,2A,Y,,2026-06-10
HPYK,600431,5493060642418227,5493077718582156,SYNTH FUND HPYK,3A,Y,,2026-06-10
BIAF,600432,5493026126438979,5493049322824158,SYNTH FUND BIAF,1A,Y,,2026-06-10
WUZP,600433,5493096928323749,5493079740908488,SYNTH FUND WUZP,1B,N,,2026-06-10
TLTO,600434,5493081623233383,,SYNTH FUND TLTO,2A,Y,,2026-06-10
JTGY,600435,5493059388372241,5493006238137507,SYNTH FUND JTGY,2A,N,,2026-06-10
GIBW,600436,,5493027404202238,SYNTH FUND GIBW,3A,N,,2026-06-10
HGBX,600437,5493088405790128,5493048945338214,SYNTH FUND HGBX,2B,Y,,2026-06-10
AKKM,600438,,5493018967387443,SYNTH FUND AKKM,1A,N,,2026-06-10
PQJD,600439,5493001351564832,5493021737575581,SYNTH FUND PQJD,1B,Y,,2026-06-10
FQNO,600440,5493032824264319,5493084767354736,SYNTH FUND FQNO,1A,N,,2026-06-10
TAHW,600441,5493037949962975,5493043035368001,SYNTH FUND TAHW,1A,N,,2026-06-10
IVKQ,600442,5493091378243620,5493027160713743,SYNTH FUND IVKQ,2A,N,,2026-06-10
BQRA,600443,5493086774471837,5493022700416962,SYNTH FUND BQRA,2A,Y,,2026-06-10
SSTH,600444,5493061135074694,5493009565444755,SYNTH FUND SSTH,,Y,,2026-06-10
YLFB,600445,5493002480683441,5493040578488450,SYNTH FUND YLFB,2B,N,,2026-06-10
DXVC,600446,5493066870661703,5493041353916110,SYNTH FUND DXVC,3A,N,,2026-06-10
BDSE,600447,5493028519475615,5493092962559422,SYNTH FUND BDSE,2B,N,,2026-06-10
VFRW,600448,5493037376297499,5493022680868468,SYNTH FUND VFRW,2A,Y,,2026-06-10
VHPB,600449,5493049540645978,5493037464256796,SYNTH FUND VHPB,,Y,,2026-06-10
TFFO,600450,,5493040313167318,SYNTH FUND TFFO,2B,N,,2026-06-10
WEMK,600451,5493018762834155,5493057711422651,SYNTH FUND WEMK,,N,,2026-06-10
BEIY,600452,5493069819376755,5493027427256059,SYNTH FUND BEIY,1B,Y,,2026-06-10
MQVD,600453,,5493071431058754,SYNTH FUND MQVD,1A,N,,2026-06-10
WOJI,600454,5493022590569373,5493031527773481,SYNTH FUND WOJI,2B,N,,2026-06-10
DRMV,600455,5493053562280712,5493094421803530,SYNTH FUND DRMV,2B,Y,,2026-06-10
XZUR,600456,5493023050832222,5493098128362939,SYNTH FUND XZUR,1B,N,,2026-06-10
HRXY,600457,5493065509928638,5493088905592873,SYNTH FUND HRXY,3A,N,,2026-06-10
ETJX,600458,,5493058263953988,SYNTH FUND ETJX,2B,Y,,2026-06-10
CKVF,600459,5493032504686547,5493096974857902,SYNTH FUND CKVF,2A,Y,,2026-06-10
OWUC,600460,5493088868175479,5493011656523572,SYNTH FUND OWUC,3A,N,,2026-06-10
DTZF,600461,,5493007047937368,SYNTH FUND DTZF,2A,N,,2026-06-10
QPVU,600462,5493037522211926,,SYNTH FUND QPVU,1A,N,,2026-06-10
NQGT,600463,5493063485907715,5493078838340246,SYNTH FUND NQGT,2B,N,,2026-06-10
AIAY,600464,5493071391163451,5493008588711767,SYNTH FUND AIAY,,Y,,2026-06-10
PFFG,600465,5493005551990273,5493068538235888,SYNTH FUND PFFG,3A,Y,,2026-06-10
XVRP,600466,5493052986412053,5493033284810491,SYNTH FUND XVRP,2B,N,,2026-06-10
PKIM,600467,5493009292782472,5493008400467897,SYNTH FUND PKIM,1A,Y,,2026-06-10
WTTN,600468,5493082268124232,5493033096276065,SYNTH FUND WTTN,1B,N,,2026-06-10
HVOZ,600469,5493088526647194,5493034449402910,SYNTH FUND HVOZ,,Y,,2026-06-10
CZBH,600470,,5493053507472296,SYNTH FUND CZBH,,N,,2026-06-10
UNGE,600471,,5493021109972818,SYNTH FUND UNGE,1B,N,,2026-06-10
LMDG,600472,,5493045719712282,SYNTH FUND LMDG,1A,N,,2026-06-10
ACXY,600473,5493099499492569,5493041676880150,SYNTH FUND ACXY,1A,Y,,2026-06-10
DJYF,600474,5493098979130230,5493041623760808,SYNTH FUND DJYF,2B,Y,,2026-06-10
CDVV,600475,5493074373636596,5493084453323268,SYNTH FUND CDVV,2B,Y,,2026-06-10
GWUY,600476,5493043464024621,5493059216231780,SYNTH FUND GWUY,1B,Y,,2026-06-10
BHRJ,600477,5493049268188516,5493024525591441,SYNTH FUND BHRJ,,N,,2026-06-10
FKOW,600478,5493082671012803,5493021008858033,SYNTH FUND FKOW,3A,Y,,2026-06-10
BTGE,600479,5493055869874593,5493028280849746,SYNTH FUND BTGE,2B,N,,2026-06-10
EWBW,600480,5493095598630636,5493053187806661,SYNTH FUND EWBW,2A,Y,,2026-06-10
BGAO,600481,5493008624889149,5493082102640823,SYNTH FUND BGAO,1B,Y,,2026-06-10
WZFT,600482,5493088837640435,5493000588515047,SYNTH FUND WZFT,3A,Y,,2026-06-10
HCDI,600483,5493034669549842,5493031429246470,SYNTH FUND HCDI,2A,N,,2026-06-10
EPIH,600484,5493080659120832,5493046078438834,SYNTH FUND EPIH,1B,N,,2026-06-10
COYK,600485,,5493029046458881,SYNTH FUND COYK,,N,,2026-06-10
PECH,600486,5493060407731374,5493046545260205,SYNTH FUND PECH,1A,N,,2026-06-10
HDXJ,600487,5493077200548959,5493041653075019,SYNTH FUND HDXJ,3A,Y,,2026-06-10
HWPR,600488,5493001201316534,5493061661730003,SYNTH FUND HWPR,2A,N,,2026-06-10
YSJN,600489,5493003722448970,5493028202919246,SYNTH FUND YSJN,2B,N,,2026-06-10
KWNU,600490,5493065494353370,5493056535911943,SYNTH FUND KWNU,2B,N,,2026-06-10
OHKX,600491,5493077800705689,5493075485065109,SYNTH FUND OHKX,3A,N,,2026-06-10
TNPL,600492,5493039756855694,,SYNTH FUND TNPL,2B,Y,,2026-06-10
ICZC,600493,5493065535615882,5493009895530972,SYNTH FUND ICZC,3A,N,,2026-06-10
RACH,600494,5493067904134036,5493032544472889,SYNTH FUND RACH,,N,,2026-06-10
EFXZ,600495,5493037319490139,5493065472242204,SYNTH FUND EFXZ,2A,N,,2026-06-10
ANWF,600496,,5493092332482959,SYNTH FUND ANWF,,N,,2026-06-10
QQGP,600497,5493082032196990,5493000571588541,SYNTH FUND QQGP,3A,N,,2026-06-10
MEGS,600498,5493092516171361,5493066991035260,SYNTH FUND MEGS,2A,N,,2026-06-10
XYGF,600499,5493012352265670,5493022977017777,SYNTH FUND XYGF,3A,N,,2026-06-10
DLXU,600500,5493057875925461,5493095429688520,SYNTH FUND DLXU,3A,Y,,2026-06-10
TWQA,600501,5493033729653710,5493065396148266,SYNTH FUND TWQA,3A,N,,2026-06-10
DOQZ,600502,5493053682908555,5493093340712657,SYNTH FUND DOQZ,,Y,,2026-06-10
HMGG,600503,5493087879125157,5493077563534876,SYNTH FUND HMGG,3A,N,,2026-06-10
FAII,600504,5493032091204630,5493063253477827,SYNTH FUND FAII,1B,N,,2026-06-10
IJSH,600505,5493038250853157,5493037569984803,SYNTH FUND IJSH,2A,N,,2026-06-10
PLOV,600506,5493079116019567,5493013441604609,SYNTH FUND PLOV,3A,N,,2026-06-10
VSXP,600507,5493068646648941,5493036281329094,SYNTH FUND VSXP,1A,N,,2026-06-10
DETD,600508,5493043656061004,5493012238653345,SYNTH FUND DETD,2A,Y,,2026-06-10
MHLC,600509,5493027628404810,5493093010626485,SYNTH FUND MHLC,,N,,2026-06-10
XORV,600510,5493069457169267,5493044381118693,SYNTH FUND XORV,2A,N,,2026-06-10
KJDY,600511,5493042902923947,5493041390861549,SYNTH FUND KJDY,2A,Y,,2026-06-10
UTDN,600512,5493087853131876,,SYNTH FUND UTDN,,Y,,2026-06-10
FGLW,600513,5493046723983292,5493044346350644,SYNTH FUND FGLW,1B,Y,,2026-06-10
WOMJ,600514,5493068398259781,5493009410221083,SYNTH FUND WOMJ,,N,,2026-06-10
WZDZ,600515,5493017201116842,5493066129398451,SYNTH FUND WZDZ,,N,,2026-06-10
MCSE,600516,5493038735735002,5493026787757237,SYNTH FUND MCSE,3A,Y,,2026-06-10
LEXM,600517,5493002519818539,5493093860901183,SYNTH FUND LEXM,1A,N,,2026-06-10
KPID,600518,5493033132206625,5493067323058200,SYNTH FUND KPID,2B,Y,,2026-06-10
KMYM,600519,5493097070241182,5493090652997402,SYNTH FUND KMYM,1A,Y,,2026-06-10
BGDE,600520,5493053475292101,5493059836322868,SYNTH FUND BGDE,1A,Y,,2026-06-10
WGPM,600521,,5493049486063059,SYNTH FUND WGPM,2A,N,,2026-06-10
BJXQ,600522,5493031947871164,5493020122280487,SYNTH FUND BJXQ,3A,N,,2026-06-10
SUFQ,600523,5493046150638134,,SYNTH FUND SUFQ,1B,Y,,2026-06-10
ANJJ,600524,5493020136238625,5493066059658689,SYNTH FUND ANJJ,2B,Y,,2026-06-10
NJYU,600525,5493026549170242,5493099731569138,SYNTH FUND NJYU,,N,,2026-06-10
VTGL,600526,5493077453387059,5493008366649328,SYNTH FUND VTGL,2B,N,,2026-06-10
USRI,600527,5493029050250561,5493092728066937,SYNTH FUND USRI,1B,N,,2026-06-10
RZSH,600528,,5493097178748753,SYNTH FUND RZSH,2B,Y,,2026-06-10
CNII,600529,,5493071551528221,SYNTH FUND CNII,1A,Y,,2026-06-10
PLUR,600530,5493071305492671,5493011155353552,SYNTH FUND PLUR,,Y,,2026-06-10
RGZR,600531,,,SYNTH FUND RGZR,3A,N,,2026-06-10
YFUS,600532,5493092271841262,5493015234837076,SYNTH FUND YFUS,1A,Y,,2026-06-10
SOWI,600533,5493027866510304,5493076834083918,SYNTH FUND SOWI,2B,Y,,2026-06-10
ONUX,600534,5493005252547173,5493067003465506,SYNTH FUND ONUX,1B,Y,,2026-06-10
PSCN,600535,5493015306512598,5493077833931463,SYNTH FUND PSCN,1B,N,,2026-06-10
LOZB,600536,5493074263474451,5493064287136043,SYNTH FUND LOZB,3A,N,,2026-06-10
QOHU,600537,5493045114226564,5493080999180429,SYNTH FUND QOHU,1A,Y,,2026-06-10
FXJF,600538,5493099743135753,5493029312254506,SYNTH FUND FXJF,2A,N,,2026-06-10
AVCP,600539,,5493075601344373,SYNTH FUND AVCP,,Y,,2026-06-10
ATSS,600540,5493071894552250,5493054468169581,SYNTH FUND ATSS,1B,Y,,2026-06-10
TPBQ,600541,5493048436191412,5493008547141051,SYNTH FUND TPBQ,1B,Y,,2026-06-10
RETP,600542,5493088961053562,5493042465146649,SYNTH FUND RETP,,N,,2026-06-10
MOGU,600543,5493089153208572,5493068872419614,SYNTH FUND MOGU,1A,N,,2026-06-10
HMSE,600544,5493064554296153,5493033814447076,SYNTH FUND HMSE,1B,N,,2026-06-10
HNBU,600545,5493047226105915,5493085065580729,SYNTH FUND HNBU,1A,N,,2026-06-10
LWGP,600546,5493096144049630,5493025519481061,SYNTH FUND LWGP,2B,Y,,2026-06-10
VNQV,600547,5493094802696885,5493017277376493,SYNTH FUND VNQV,,N,,2026-06-10
ZTVI,600548,5493090896454299,5493043222666385,SYNTH FUND ZTVI,2A,N,,2026-06-10
CKPR,600549,5493037956715690,5493058197315441,SYNTH FUND CKPR,2A,Y,,2026-06-10
PPSW,600550,5493070291986450,5493077423668027,SYNTH FUND PPSW,1B,Y,,2026-06-10
VZEJ,600551,5493081263241373,5493032053945654,SYNTH FUND VZEJ,1A,Y,,2026-06-10
NQZQ,600552,5493020154483458,5493067985058317,SYNTH FUND NQZQ,,Y,,2026-06-10
FNND,600553,5493041753017481,5493029812510216,SYNTH FUND FNND,3A,Y,,2026-06-10
XZRH,600554,5493095229165989,5493017279329448,SYNTH FUND XZRH,2A,Y,,2026-06-10
LKQP,600555,5493054147079851,5493061895218238,SYNTH FUND LKQP,3A,N,,2026-06-10
XCRG,600556,5493046762892827,5493049407880714,SYNTH FUND XCRG,3A,N,,2026-06-10
YPVI,600557,5493096607513592,5493089038247635,SYNTH FUND YPVI,2B,Y,,2026-06-10
NLQY,600558,5493025194648890,5493064072419095,SYNTH FUND NLQY,3A,Y,,2026-06-10
RCSJ,600559,5493081625307849,5493031607015145,SYNTH FUND RCSJ,2B,Y,,2026-06-10
YMHP,600560,5493032240722174,5493097870472546,SYNTH FUND YMHP,1A,Y,,2026-06-10
FGEB,600561,5493048956985242,5493067258836554,SYNTH FUND FGEB,3A,N,,2026-06-10
YAEY,600562,5493079476289042,5493047300305437,SYNTH FUND YAEY,2A,Y,,2026-06-10
MOYL,600563,5493074324333764,5493089011355261,SYNTH FUND MOYL,2B,N,,2026-06-10
LHUC,600564,5493056041853416,5493094320009491,SYNTH FUND LHUC,2B,Y,,2026-06-10
ZIEU,600565,5493060578880520,5493091692144233,SYNTH FUND ZIEU,1A,N,,2026-06-10
JIOF,600566,5493007425449897,5493025068198603,SYNTH FUND JIOF,3A,N,,2026-06-10
KIBR,600567,5493064749172835,5493079229321670,SYNTH FUND KIBR,3A,Y,,2026-06-10
JARK,600568,5493049467969599,5493090275734864,SYNTH FUND JARK,1B,Y,,2026-06-10
OAIE,600569,5493078378686725,5493089461032070,SYNTH FUND OAIE,2B,Y,,2026-06-10
MDBK,600570,5493043893258547,5493027654258142,SYNTH FUND MDBK,2A,N,,2026-06-10
UDAD,600571,5493097252828056,5493053492918616,SYNTH FUND UDAD,3A,N,,2026-06-10
SJRS,600572,5493040382036039,5493047734898555,SYNTH FUND SJRS,1A,N,,2026-06-10
OUEH,600573,5493058618238131,5493006437865620,SYNTH FUND OUEH,2A,Y,,2026-06-10
EVDY,600574,,5493002036157290,SYNTH FUND EVDY,,N,,2026-06-10
MRAF,600575,5493085003608753,,SYNTH FUND MRAF,3A,N,,2026-06-10
CWKW,600576,5493061835957559,,SYNTH FUND CWKW,,Y,,2026-06-10
MVUC,600577,5493095152755876,5493084287734306,SYNTH FUND MVUC,3A,Y,,2026-06-10
JINV,600578,5493013979888880,5493035464634686,SYNTH FUND JINV,1B,N,,2026-06-10
UKTO,600579,5493049216583641,5493077564449868,SYNTH FUND UKTO,1B,N,,2026-06-10
SGKX,600580,,5493035762185075,SYNTH FUND SGKX,2A,N,,2026-06-10
CLRI,600581,5493041482080635,5493061637683905,SYNTH FUND CLRI,2A,N,,2026-06-10
FIFB,600582,5493098562641519,5493060487741346,SYNTH FUND FIFB,1A,N,,2026-06-10
PFLL,600583,5493084629855896,5493002450973811,SYNTH FUND PFLL,3A,Y,,2026-06-10
HWXE,600584,5493042178239344,5493099167344604,SYNTH FUND HWXE,3A,N,,2026-06-10
YIBE,600585,5493056545708495,5493009937564653,SYNTH FUND YIBE,2B,N,,2026-06-10
KRAL,600586,5493045073293630,5493039128173523,SYNTH FUND KRAL,3A,Y,,2026-06-10
XPTV,600587,5493018041061991,5493066149979022,SYNTH FUND XPTV,1A,N,,2026-06-10
HXVA,600588,5493097075547732,5493071913947505,SYNTH FUND HXVA,2B,Y,,2026-06-10
EGRB,600589,5493070302425533,5493039055693465,SYNTH FUND EGRB,3A,N,,2026-06-10
BCCU,600101,549300XXHOD8SXSZKY72,549300XXHOD8SXSZKY72,CENTRAL 1 CREDIT UNION,1C,N,,2026-06-17
INBL,600102,549300RH5FFHO48FXT69,549300RH5FFHO48FXT69,INVESTEC BANK LIMITED,2A,Y,,2026-06-17
BANH,600103,B6ARUI4946ST4S7WOU88,B6ARUI4946ST4S7WOU88,BANCO HABITAT,2B,Y,,2026-06-17
WH17,600104,,,WELLINGTON GLOBAL EQUITY FUND 28R5,3A,N,,2026-06-17
SWCD,600105,529900ZM2M8QF6PZDD34,529900ZM2M8QF6PZDD34,SWISS LIFE AG,1B,N,,2026-06-17
BNSC,600106,L3I9ZG2KFGXZ61BMYR72,L3I9ZG2KFGXZ61BMYR72,BANK OF NOVA SCOTIA,1A,N,,2026-06-17
DBFR,600107,7LTWFZYICNSX8D621K86,7LTWFZYICNSX8D621K86,DEUTSCHE BANK A.G.,2A,Y,,2026-06-17
CITI,600108,E57ODZWZ7FF32TWEFA76,E57ODZWZ7FF32TWEFA76,CITIBANK NA,1B,Y,,2026-06-17
MSIL,600109,4PQUHN3JPFGFNF3BB653,4PQUHN3JPFGFNF3BB653,MORGAN STANLEY INTL,2A,Y,,2026-06-17
BIMC,600110,,,BIMCOR INC,3B,N,,2026-06-17
SLVR,600200,5493021105806599,5493050628832740,SYNTH FUND SLVR,,Y,,2026-06-17
VHHW,600201,5493058973419919,5493005448331260,SYNTH FUND VHHW,3A,N,,2026-06-17
XJDS,600202,5493082648265054,5493023789926346,SYNTH FUND XJDS,2A,N,,2026-06-17
GJMP,600203,5493096489915640,5493073454294870,SYNTH FUND GJMP,,Y,,2026-06-17
KGNX,600204,5493063932874415,5493072858012339,SYNTH FUND KGNX,1A,Y,,2026-06-17
HUAW,600205,5493002833103851,5493002739611032,SYNTH FUND HUAW,1A,N,,2026-06-17
ZBUT,600206,5493073147815146,5493021290638880,SYNTH FUND ZBUT,2A,Y,,2026-06-17
WSOI,600207,5493076681560433,5493052018559057,SYNTH FUND WSOI,,Y,,2026-06-17
OQWB,600208,5493009819142620,,SYNTH FUND OQWB,1A,Y,,2026-06-17
KVUS,600209,5493041437752670,5493030891557009,SYNTH FUND KVUS,1B,N,,2026-06-17
ZMLN,600210,5493029421958095,5493024363286625,SYNTH FUND ZMLN,3A,Y,,2026-06-17
YMLA,600211,5493089183689247,,SYNTH FUND YMLA,1B,Y,,2026-06-17
FJPQ,600212,5493021003096886,5493071060944214,SYNTH FUND FJPQ,,Y,,2026-06-17
YDOD,600213,5493051351201011,5493087977306786,SYNTH FUND YDOD,2B,Y,,2026-06-17
BRSD,600214,,5493081217477504,SYNTH FUND BRSD,3A,Y,,2026-06-17
DRHP,600215,5493061226030020,5493063436773812,SYNTH FUND DRHP,2B,N,,2026-06-17
VRXW,600216,5493086899397778,5493027918630111,SYNTH FUND VRXW,2B,N,,2026-06-17
QLII,600217,5493071684669937,5493068481122655,SYNTH FUND QLII,1B,N,,2026-06-17
QHRX,600218,5493097019138279,5493035836460768,SYNTH FUND QHRX,3A,Y,,2026-06-17
DJKD,600219,5493005359066665,5493037160850830,SYNTH FUND DJKD,1B,N,,2026-06-17
SNNA,600220,5493024285310385,5493028909888433,SYNTH FUND SNNA,1B,Y,,2026-06-17
BNZY,600221,5493037938804985,5493017498511383,SYNTH FUND BNZY,,Y,,2026-06-17
WGVE,600222,5493088074754803,5493048083518507,SYNTH FUND WGVE,3A,N,,2026-06-17
RBBC,600223,5493000654053717,5493071114421299,SYNTH FUND RBBC,2A,Y,,2026-06-17
JYZO,600224,5493026178021445,5493085438787857,SYNTH FUND JYZO,3A,Y,,2026-06-17
GBKF,600225,5493058092582827,5493074701904423,SYNTH FUND GBKF,3A,Y,,2026-06-17
UTXT,600226,5493022525578277,,SYNTH FUND UTXT,1B,Y,,2026-06-17
OYET,600227,5493074418496419,,SYNTH FUND OYET,,N,,2026-06-17
VSUE,600228,5493039564343981,,SYNTH FUND VSUE,2B,N,,2026-06-17
IVUW,600229,5493000328867415,5493065467521838,SYNTH FUND IVUW,1B,Y,,2026-06-17
YTFX,600230,5493058133968953,5493013308945154,SYNTH FUND YTFX,1B,N,,2026-06-17
WBNP,600231,5493069308998344,5493055620295200,SYNTH FUND WBNP,,N,,2026-06-17
LWCO,600232,,5493036471275597,SYNTH FUND LWCO,2B,N,,2026-06-17
MROL,600233,5493048122913446,,SYNTH FUND MROL,2A,Y,,2026-06-17
JBLO,600234,5493011293589029,5493025301720155,SYNTH FUND JBLO,,Y,,2026-06-17
DQBG,600235,5493008382996935,5493055577872942,SYNTH FUND DQBG,1A,Y,,2026-06-17
HDZS,600236,5493011494663886,5493050538040125,SYNTH FUND HDZS,2B,Y,,2026-06-17
DZAY,600237,5493044339220242,5493028777241796,SYNTH FUND DZAY,2B,Y,,2026-06-17
CWZF,600238,5493038388253470,5493080394887402,SYNTH FUND CWZF,1B,Y,,2026-06-17
IGHG,600239,5493013622983583,5493029651590263,SYNTH FUND IGHG,,Y,,2026-06-17
TYHY,600240,5493049954603876,5493004366207388,SYNTH FUND TYHY,,N,,2026-06-17
XSJY,600241,5493038352547754,5493009642378715,SYNTH FUND XSJY,1B,Y,,2026-06-17
CAYC,600242,5493009545229641,5493046771574388,SYNTH FUND CAYC,2B,Y,,2026-06-17
SEBE,600243,5493052263540156,5493085918105607,SYNTH FUND SEBE,1A,Y,,2026-06-17
XWIN,600244,5493052651663156,5493094128501407,SYNTH FUND XWIN,2B,N,,2026-06-17
DBMK,600245,5493072032512722,5493071432352266,SYNTH FUND DBMK,2A,N,,2026-06-17
NYFX,600246,5493094373366997,5493003785643065,SYNTH FUND NYFX,,Y,,2026-06-17
OAWS,600247,5493096304396261,5493033666439756,SYNTH FUND OAWS,,Y,,2026-06-17
LMMN,600248,5493009016377691,5493087854986242,SYNTH FUND LMMN,2A,N,,2026-06-17
ZLAB,600249,,5493046323901859,SYNTH FUND ZLAB,,N,,2026-06-17
XHRV,600250,5493053042608180,5493059313113874,SYNTH FUND XHRV,2B,N,,2026-06-17
QLKR,600251,5493035060062959,5493052301309369,SYNTH FUND QLKR,1B,N,,2026-06-17
KRPE,600252,5493070934035240,5493087411520770,SYNTH FUND KRPE,,N,,2026-06-17
MDDO,600253,5493016373265602,5493076428161235,SYNTH FUND MDDO,3A,Y,,2026-06-17
XQHT,600254,5493016694109303,,SYNTH FUND XQHT,1A,N,,2026-06-17
YHAJ,600255,5493085923147112,5493038836222122,SYNTH FUND YHAJ,,N,,2026-06-17
PQWY,600256,5493069464995563,5493094718257350,SYNTH FUND PQWY,2B,Y,,2026-06-17
BLKU,600257,5493036090858500,5493056053878587,SYNTH FUND BLKU,1B,N,,2026-06-17
RLZV,600258,5493067139051039,5493087866827779,SYNTH FUND RLZV,2A,N,,2026-06-17
SSTP,600259,5493023107808788,,SYNTH FUND SSTP,3A,Y,,2026-06-17
OBSR,600260,5493090163916042,5493043136470813,SYNTH FUND OBSR,2B,N,,2026-06-17
TPSL,600261,5493088257253441,,SYNTH FUND TPSL,,N,,2026-06-17
