external_id,principal_lei,principal,principal_code,counterparty,counterparty_code,counterparty_lei,principal_rating,counterparty_rating,agreement_category,groupname,base_currency,im_legal_review_frequency,legal_review_frequency,reciprocity,counterparty_fixed_mta_values,counterparty_fixed_mta_value_ccy,counterparty_im_fixed_mta_values,counterparty_im_fixed_mta_value_ccy,counterparty_fixed_rounding_values,counterparty_fixed_rounding_value_ccy,counterparty_fixed_threshold_value_ccy,counterparty_fixed_threshold_values,counterparty_fixed_values,counterparty_im,counterparty_im_fixed_rounding_value_ccy,counterparty_im_fixed_rounding_values,counterparty_im_fixed_threshold_value_ccy,counterparty_im_fixed_threshold_values,counterparty_im_fixed_values,counterparty_im_rating_contingent_values,counterparty_im_seg_type,principal_fixed_mta_value_ccy,principal_fixed_mta_values,principal_fixed_rounding_value_ccy,principal_fixed_rounding_values,principal_fixed_threshold_value_ccy,principal_fixed_threshold_values,principal_fixed_values,principal_im,principal_im_fixed_mta_value_ccy,principal_im_fixed_mta_values,principal_im_fixed_rounding_value_ccy,principal_im_fixed_rounding_values,principal_im_fixed_threshold_value_ccy,principal_im_fixed_threshold_values,principal_im_fixed_values,principal_im_rating_contingent_values,principal_im_seg_type,principal_industry,principal_agreement_ia,counterparty_agreement_ia,agreement_date,agreement_id,agreement_status,agreement_description,agreement_type,agreementgroupcode,counterparty_seg_type,principal_seg_type,segregation,linkage_set,assets,custodian,simm_principal_calculation_currency,simm_cp_calculation_currency,rescued_data,reporting_date,agreement_name,region,principal_termination_currency,counterparty_termination_currency
0158,PT3QB789TSUIDF371261,THE TORONTO-DOMINION BANK,TDBK,DEUTSCHE BANK A.G.:DBFR,DBFR,7LTWFZYICNSX8D621K86,,"None Fitch LT:AA-,MOODYS LT:A2,DBRS LT:AA,SP LT:AA-,Internal:2A",ISDA CSA,TDBK_DBFR_GEN,GBP,,,,10000.0,,,,,,GBP,250000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994-07-21,A11223,Active,TDBK_DBFR_REG_IMC_CSA,REG_VM,TDBK_DBFR_GEN,,,,,USD CASH;Israel Government Bond;US Corporate,N/A,,,,2026-06-17,TDBK_DBFR_REG_IMC_CSA,TDBK,GBP,GBP
1439,PT3QB789TSUIDF371261,THE TORONTO-DOMINION BANK,TDBK,BANK OF NOVA SCOTIA:BNSC,BNSC,L3I9ZG2KFGXZ61BMYR72,,"None Fitch LT:AA-,MOODYS LT:A2,DBRS LT:AA,SP LT:AA-,Internal:1A",ISDA CSA,TDBK_BNSC_GEN,EUR,,,,250000.0,,,,,,EUR,500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-07,A65427,Active,TDBK_BNSC_GENERAL_CSA,BILATERAL_CSA,TDBK_BNSC_GEN,,,N,,German Government Note;Canada Mortgage Bonds;Government of Canada Bond,STATE STREET,,,,2026-06-17,TDBK_BNSC_GENERAL_CSA,TDBK,EUR,
A6383,PT3QB789TSUIDF371261,THE TORONTO-DOMINION BANK,TDBK,BIMCOR INC:BIMC,BIMC,,,"None Fitch LT:AA-,MOODYS LT:A2,DBRS LT:AA,SP LT:AA-,Internal:3B",ISDA CSA,TDBK_BIMC_GEN,GBP,,,,250000.0,,,,,,GBP,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-02-19,A91357,Active,TDBK_BIMC_REG_VM_CSA,BILATERAL_CSA,TDBK_BIMC_GEN,,,N,,Canada Mortgage Bonds;US Common Stock;USD CASH,,,,,2026-06-17,TDBK_BIMC_REG_VM_CSA,TDBK,GBP,
0774,PT3QB789TSUIDF371261,THE TORONTO-DOMINION BANK,TDBK,INVESTEC BANK LIMITED:INBL,INBL,549300RH5FFHO48FXT69,,"None Fitch LT:AA-,MOODYS LT:A2,DBRS LT:AA,SP LT:AA-,Internal:2A",ISDA CSA,TDBK_INBL_GEN,GBP,,,,10000.0,,,,,,GBP,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-02-22,A66655,Amended,TDBK_INBL_REG_IMC_CSA,GENERAL_CSA,TDBK_INBL_GEN,,,Y,,German Government Note;US Treasury;Ontario Provincial Bond,STATE STREET,,,,2026-06-17,TDBK_INBL_REG_IMC_CSA,TDBK,GBP,GBP
0780,PT3QB789TSUIDF371261,THE TORONTO-DOMINION BANK,TDBK,BIMCOR INC:BIMC,BIMC,,,"None Fitch LT:AA-,MOODYS LT:A2,DBRS LT:AA,SP LT:AA-,Internal:3B",ISDA CSA,TDBK_BIMC_GEN,EUR,,,,10000.0,,,,,,EUR,500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-06-10,A10366,Pending,TDBK_BIMC_REG_IMC_CSA,BILATERAL_CSA,TDBK_BIMC_GEN,,,Y,,US Common Stock;Canada Mortgage Bonds;Israel Government Bond,N/A,,,,2026-06-17,TDBK_BIMC_REG_IMC_CSA,TDBK,EUR,EUR
5849,PT3QB789TSUIDF371261,THE TORONTO-DOMINION BANK,TDBK,DEUTSCHE BANK A.G.:DBFR,DBFR,7LTWFZYICNSX8D621K86,,"None Fitch LT:AA-,MOODYS LT:A2,DBRS LT:AA,SP LT:AA-,Internal:2A",ISDA CSA,TDBK_DBFR_GEN,EUR,,,,250000.0,,,,,,EUR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1995-09-03,A90808,Pending,TDBK_DBFR_REG_IMC_CSA,REG_VM,TDBK_DBFR_GEN,,,N,,US Common Stock;US Corporate;Ontario Provincial Bond,STATE STREET,,,,2026-06-17,TDBK_DBFR_REG_IMC_CSA,TDBK,EUR,
0679,PT3QB789TSUIDF371261,THE TORONTO-DOMINION BANK,TDBK,BIMCOR INC:BIMC,BIMC,,,"None Fitch LT:AA-,MOODYS LT:A2,DBRS LT:AA,SP LT:AA-,Internal:3B",ISDA CSA,TDBK_BIMC_GEN,CAD,,,,250000.0,,,,,,CAD,500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-12-27,A13818,Pending,TDBK_BIMC_REG_IMC_CSA,BILATERAL_CSA,TDBK_BIMC_GEN,,,Y,,Canada Mortgage Bonds;German Government Note;Israel Government Bond,N/A,,,,2026-06-17,TDBK_BIMC_REG_IMC_CSA,TDBK,,
5743,PT3QB789TSUIDF371261,THE TORONTO-DOMINION BANK,TDBK,SWISS LIFE AG:SWCD,SWCD,529900ZM2M8QF6PZDD34,,"None Fitch LT:AA-,MOODYS LT:A2,DBRS LT:AA,SP LT:AA-,Internal:1B",ISDA CSA,TDBK_SWCD_GEN,CAD,,,,10000.0,,,,,,CAD,250000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-10-12,A29373,Active,TDBK_SWCD_GENERAL_CSA,REG_VM,TDBK_SWCD_GEN,,,,,US Treasury;Ontario Provincial Bond;US Corporate,BNY MELLON,,,,2026-06-17,TDBK_SWCD_GENERAL_CSA,TDBK,,
7245,PT3QB789TSUIDF371261,THE TORONTO-DOMINION BANK,TDBK,SWISS LIFE AG:SWCD,SWCD,529900ZM2M8QF6PZDD34,,"None Fitch LT:AA-,MOODYS LT:A2,DBRS LT:AA,SP LT:AA-,Internal:1B",ISDA CSA,TDBK_SWCD_GEN,USD,,,,10000.0,,,,,,USD,250000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-01-05,A79309,Active,TDBK_SWCD_REG_IMC_CSA,BILATERAL_CSA,TDBK_SWCD_GEN,,,N,,US Common Stock;Ontario Provincial Bond;US Treasury,,,,,2026-06-17,,TDBK,USD,USD
0454,PT3QB789TSUIDF371261,THE TORONTO-DOMINION BANK,TDBK,MORGAN STANLEY INTL:MSIL,MSIL,4PQUHN3JPFGFNF3BB653,,"None Fitch LT:AA-,MOODYS LT:A2,DBRS LT:AA,SP LT:AA-,Internal:2A",ISDA CSA,TDBK_MSIL_GEN,USD,,,,250000.0,,,,,,USD,250000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-10-15,A32934,Pending,TDBK_MSIL_REG_VM_CSA,REG_IMC,TDBK_MSIL_GEN,,,N,,US Treasury;German Government Note;Ontario Provincial Bond,,,,,2026-06-17,TDBK_MSIL_REG_VM_CSA,TDBK,,USD
3001,PT3QB789TSUIDF371261,THE TORONTO-DOMINION BANK,TDBK,CITIBANK NA:CITI,CITI,E57ODZWZ7FF32TWEFA76,,"None Fitch LT:AA-,MOODYS LT:A2,DBRS LT:AA,SP LT:AA-,Internal:1B",ISDA CSA,TDBK_CITI_GEN,EUR,,,,250000.0,,,,,,EUR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-09-10,A62059,Active,TDBK_CITI_GENERAL_CSA,REG_VM,TDBK_CITI_GEN,,,,,Government of Canada Bond;Canada Mortgage Bonds;US Corporate,STATE STREET,,,,2026-06-17,TDBK_CITI_GENERAL_CSA,TDBK,EUR,
5974,PT3QB789TSUIDF371261,THE TORONTO-DOMINION BANK,TDBK,DEUTSCHE BANK A.G.:DBFR,DBFR,7LTWFZYICNSX8D621K86,,"None Fitch LT:AA-,MOODYS LT:A2,DBRS LT:AA,SP LT:AA-,Internal:2A",ISDA CSA,TDBK_DBFR_GEN,CAD,,,,250000.0,,,,,,CAD,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998-04-28,A86075,Amended,TDBK_DBFR_GENERAL_CSA,GENERAL_CSA,TDBK_DBFR_GEN,,,N,,Ontario Provincial Bond;US Corporate;Canada Mortgage Bonds,BNY MELLON,,,,2026-06-17,TDBK_DBFR_GENERAL_CSA,TDBK,CAD,CAD
6033,PT3QB789TSUIDF371261,THE TORONTO-DOMINION BANK,TDBK,WELLINGTON GLOBAL EQUITY FUND 28R5:WH17,WH17,,,"None Fitch LT:AA-,MOODYS LT:A2,DBRS LT:AA,SP LT:AA-,Internal:3A",ISDA CSA,TDBK_WH17_GEN,CAD,,,,10000.0,,,,,,CAD,250000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998-06-23,A17109,Amended,TDBK_WH17_GENERAL_CSA,REG_IMC,TDBK_WH17_GEN,,,N,,US Treasury;Canada Mortgage Bonds;CAD CASH,STATE STREET,,,,2026-06-17,TDBK_WH17_GENERAL_CSA,TDBK,,CAD
6136,PT3QB789TSUIDF371261,THE TORONTO-DOMINION BANK,TDBK,BANCO HABITAT:BANH,BANH,B6ARUI4946ST4S7WOU88,,"None Fitch LT:AA-,MOODYS LT:A2,DBRS LT:AA,SP LT:AA-,Internal:2B",ISDA CSA,TDBK_BANH_GEN,EUR,,,,250000.0,,,,,,EUR,75000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1989-03-05,A99701,Amended,TDBK_BANH_REG_VM_CSA,REG_VM,TDBK_BANH_GEN,,,Y,,CAD CASH;US Treasury;Government of Canada Bond,BNY MELLON,,,,2026-06-17,TDBK_BANH_REG_VM_CSA,TDBK,EUR,EUR
A4069,PT3QB789TSUIDF371261,THE TORONTO-DOMINION BANK,TDBK,BANCO HABITAT:BANH,BANH,B6ARUI4946ST4S7WOU88,,"None Fitch LT:AA-,MOODYS LT:A2,DBRS LT:AA,SP LT:AA-,Internal:2B",ISDA CSA,TDBK_BANH_GEN,EUR,,,,10000.0,,,,,,EUR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997-02-02,A98237,Active,TDBK_BANH_GENERAL_CSA,REG_IMC,TDBK_BANH_GEN,,,N,,US Corporate;US Treasury;USD CASH,N/A,,,,2026-06-17,TDBK_BANH_GENERAL_CSA,TDBK,EUR,EUR
5617,PT3QB789TSUIDF371261,THE TORONTO-DOMINION BANK,TDBK,BANK OF NOVA SCOTIA:BNSC,BNSC,L3I9ZG2KFGXZ61BMYR72,,"None Fitch LT:AA-,MOODYS LT:A2,DBRS LT:AA,SP LT:AA-,Internal:1A",ISDA CSA,TDBK_BNSC_GEN,USD,,,,250000.0,,,,,,USD,75000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-02-06,A71171,Active,TDBK_BNSC_REG_IMC_CSA,REG_IMC,TDBK_BNSC_GEN,,,N,,US Common Stock;German Government Note;Canada Mortgage Bonds,STATE STREET,,,,2026-06-17,TDBK_BNSC_REG_IMC_CSA,TDBK,USD,USD
3651,PT3QB789TSUIDF371261,THE TORONTO-DOMINION BANK,TDBK,DEUTSCHE BANK A.G.:DBFR,DBFR,7LTWFZYICNSX8D621K86,,"None Fitch LT:AA-,MOODYS LT:A2,DBRS LT:AA,SP LT:AA-,Internal:2A",ISDA CSA,TDBK_DBFR_GEN,CAD,,,,10000.0,,,,,,CAD,500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-04-07,A21969,Active,TDBK_DBFR_GENERAL_CSA,BILATERAL_CSA,TDBK_DBFR_GEN,,,N,,US Treasury;USD CASH;Israel Government Bond,N/A,,,,2026-06-17,TDBK_DBFR_GENERAL_CSA,TDBK,,CAD
0740,PT3QB789TSUIDF371261,THE TORONTO-DOMINION BANK,TDBK,CENTRAL 1 CREDIT UNION:BCCU,BCCU,549300XXHOD8SXSZKY72,,"None Fitch LT:AA-,MOODYS LT:A2,DBRS LT:AA,SP LT:AA-,Internal:1C",ISDA CSA,TDBK_BCCU_GEN,CAD,,,,10000.0,,,,,,CAD,250000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994-04-02,A62020,Pending,TDBK_BCCU_GENERAL_CSA,BILATERAL_CSA,TDBK_BCCU_GEN,,,N,,Ontario Provincial Bond;Israel Government Bond;German Government Note,BNY MELLON,,,,2026-06-17,TDBK_BCCU_GENERAL_CSA,TDBK,,
0644,PT3QB789TSUIDF371261,THE TORONTO-DOMINION BANK,TDBK,BANK OF NOVA SCOTIA:BNSC,BNSC,L3I9ZG2KFGXZ61BMYR72,,"None Fitch LT:AA-,MOODYS LT:A2,DBRS LT:AA,SP LT:AA-,Internal:1A",ISDA CSA,TDBK_BNSC_GEN,GBP,,,,250000.0,,,,,,GBP,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-07-02,A60471,Amended,TDBK_BNSC_GENERAL_CSA,REG_IMC,TDBK_BNSC_GEN,,,Y,,German Government Note;USD CASH;US Common Stock,BNY MELLON,,,,2026-06-17,TDBK_BNSC_GENERAL_CSA,TDBK,GBP,GBP
8155,PT3QB789TSUIDF371261,THE TORONTO-DOMINION BANK,TDBK,INVESTEC BANK LIMITED:INBL,INBL,549300RH5FFHO48FXT69,,"None Fitch LT:AA-,MOODYS LT:A2,DBRS LT:AA,SP LT:AA-,Internal:2A",ISDA CSA,TDBK_INBL_GEN,GBP,,,,250000.0,,,,,,GBP,500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-01-09,A34591,Pending,TDBK_INBL_REG_VM_CSA,GENERAL_CSA,TDBK_INBL_GEN,,,Y,,USD CASH;Government of Canada Bond;Canada Mortgage Bonds,N/A,,,,2026-06-17,TDBK_INBL_REG_VM_CSA,TDBK,GBP,GBP
0164,PT3QB789TSUIDF371261,THE TORONTO-DOMINION BANK,TDBK,INVESTEC BANK LIMITED:INBL,INBL,549300RH5FFHO48FXT69,,"None Fitch LT:AA-,MOODYS LT:A2,DBRS LT:AA,SP LT:AA-,Internal:2A",ISDA CSA,TDBK_INBL_GEN,GBP,,,,250000.0,,,,,,GBP,500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-04-05,A43607,Active,TDBK_INBL_REG_VM_CSA,REG_VM,TDBK_INBL_GEN,,,Y,,Israel Government Bond;German Government Note;US Common Stock,N/A,,,,2026-06-17,TDBK_INBL_REG_VM_CSA,TDBK,GBP,GBP
9374,PT3QB789TSUIDF371261,THE TORONTO-DOMINION BANK,TDBK,MORGAN STANLEY INTL:MSIL,MSIL,4PQUHN3JPFGFNF3BB653,,"None Fitch LT:AA-,MOODYS LT:A2,DBRS LT:AA,SP LT:AA-,Internal:2A",ISDA CSA,TDBK_MSIL_GEN,GBP,,,,250000.0,,,,,,GBP,500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-06,A73070,Pending,TDBK_MSIL_GENERAL_CSA,GENERAL_CSA,TDBK_MSIL_GEN,,,N,,German Government Note;USD CASH;Ontario Provincial Bond,STATE STREET,,,,2026-06-17,,TDBK,,GBP
7428,PT3QB789TSUIDF371261,THE TORONTO-DOMINION BANK,TDBK,MORGAN STANLEY INTL:MSIL,MSIL,4PQUHN3JPFGFNF3BB653,,"None Fitch LT:AA-,MOODYS LT:A2,DBRS LT:AA,SP LT:AA-,Internal:2A",ISDA CSA,TDBK_MSIL_GEN,EUR,,,,250000.0,,,,,,EUR,75000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-10-10,A63763,Amended,TDBK_MSIL_REG_VM_CSA,BILATERAL_CSA,TDBK_MSIL_GEN,,,N,,Israel Government Bond;US Common Stock;Government of Canada Bond,BNY MELLON,,,,2026-06-17,TDBK_MSIL_REG_VM_CSA,TDBK,EUR,
0726,PT3QB789TSUIDF371261,THE TORONTO-DOMINION BANK,TDBK,SWISS LIFE AG:SWCD,SWCD,529900ZM2M8QF6PZDD34,,"None Fitch LT:AA-,MOODYS LT:A2,DBRS LT:AA,SP LT:AA-,Internal:1B",ISDA CSA,TDBK_SWCD_GEN,GBP,,,,10000.0,,,,,,GBP,250000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-08-03,A32711,Pending,TDBK_SWCD_GENERAL_CSA,GENERAL_CSA,TDBK_SWCD_GEN,,,Y,,Israel Government Bond;Canada Mortgage Bonds;US Treasury,STATE STREET,,,,2026-06-17,,TDBK,GBP,GBP
0483,PT3QB789TSUIDF371261,THE TORONTO-DOMINION BANK,TDBK,SWISS LIFE AG:SWCD,SWCD,529900ZM2M8QF6PZDD34,,"None Fitch LT:AA-,MOODYS LT:A2,DBRS LT:AA,SP LT:AA-,Internal:1B",ISDA CSA,TDBK_SWCD_GEN,GBP,,,,250000.0,,,,,,GBP,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-06-09,A65974,Pending,TDBK_SWCD_GENERAL_CSA,REG_VM,TDBK_SWCD_GEN,,,Y,,US Common Stock;US Corporate;Government of Canada Bond,N/A,,,,2026-06-17,TDBK_SWCD_GENERAL_CSA,TDBK,GBP,GBP
4625,PT3QB789TSUIDF371261,THE TORONTO-DOMINION BANK,TDBK,INVESTEC BANK LIMITED:INBL,INBL,549300RH5FFHO48FXT69,,"None Fitch LT:AA-,MOODYS LT:A2,DBRS LT:AA,SP LT:AA-,Internal:2A",ISDA CSA,TDBK_INBL_GEN,GBP,,,,250000.0,,,,,,GBP,250000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-17,A64353,Amended,TDBK_INBL_GENERAL_CSA,BILATERAL_CSA,TDBK_INBL_GEN,,,N,,US Corporate;US Treasury;US Common Stock,STATE STREET,,,,2026-06-17,TDBK_INBL_GENERAL_CSA,TDBK,GBP,GBP
2127,PT3QB789TSUIDF371261,THE TORONTO-DOMINION BANK,TDBK,INVESTEC BANK LIMITED:INBL,INBL,549300RH5FFHO48FXT69,,"None Fitch LT:AA-,MOODYS LT:A2,DBRS LT:AA,SP LT:AA-,Internal:2A",ISDA CSA,TDBK_INBL_GEN,EUR,,,,250000.0,,,,,,EUR,500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-10-26,A86444,Pending,TDBK_INBL_GENERAL_CSA,BILATERAL_CSA,TDBK_INBL_GEN,,,Y,,German Government Note;US Treasury;US Corporate,BNY MELLON,,,,2026-06-17,TDBK_INBL_GENERAL_CSA,TDBK,,
9310,PT3QB789TSUIDF371261,THE TORONTO-DOMINION BANK,TDBK,BANCO HABITAT:BANH,BANH,B6ARUI4946ST4S7WOU88,,"None Fitch LT:AA-,MOODYS LT:A2,DBRS LT:AA,SP LT:AA-,Internal:2B",ISDA CSA,TDBK_BANH_GEN,EUR,,,,250000.0,,,,,,EUR,250000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998-01-25,A53188,Amended,TDBK_BANH_REG_VM_CSA,BILATERAL_CSA,TDBK_BANH_GEN,,,Y,,Israel Government Bond;German Government Note;Canada Mortgage Bonds,BNY MELLON,,,,2026-06-17,TDBK_BANH_REG_VM_CSA,TDBK,,
0676,PT3QB789TSUIDF371261,THE TORONTO-DOMINION BANK,TDBK,CENTRAL 1 CREDIT UNION:BCCU,BCCU,549300XXHOD8SXSZKY72,,"None Fitch LT:AA-,MOODYS LT:A2,DBRS LT:AA,SP LT:AA-,Internal:1C",ISDA CSA,TDBK_BCCU_GEN,EUR,,,,10000.0,,,,,,EUR,75000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-04-28,A17037,Amended,TDBK_BCCU_REG_IMC_CSA,GENERAL_CSA,TDBK_BCCU_GEN,,,N,,Canada Mortgage Bonds;US Treasury;US Common Stock,STATE STREET,,,,2026-06-17,TDBK_BCCU_REG_IMC_CSA,TDBK,EUR,EUR
9165,PT3QB789TSUIDF371261,THE TORONTO-DOMINION BANK,TDBK,WELLINGTON GLOBAL EQUITY FUND 28R5:WH17,WH17,,,"None Fitch LT:AA-,MOODYS LT:A2,DBRS LT:AA,SP LT:AA-,Internal:3A",ISDA CSA,TDBK_WH17_GEN,USD,,,,10000.0,,,,,,USD,500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-08-01,A80452,Pending,TDBK_WH17_REG_VM_CSA,GENERAL_CSA,TDBK_WH17_GEN,,,N,,Ontario Provincial Bond;US Treasury;Israel Government Bond,N/A,,,,2026-06-17,TDBK_WH17_REG_VM_CSA,TDBK,,USD
2513,PT3QB789TSUIDF371261,THE TORONTO-DOMINION BANK,TDBK,BANCO HABITAT:BANH,BANH,B6ARUI4946ST4S7WOU88,,"None Fitch LT:AA-,MOODYS LT:A2,DBRS LT:AA,SP LT:AA-,Internal:2B",ISDA CSA,TDBK_BANH_GEN,CAD,,,,10000.0,,,,,,CAD,250000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-05-05,A49575,Pending,TDBK_BANH_REG_IMC_CSA,REG_IMC,TDBK_BANH_GEN,,,Y,,CAD CASH;USD CASH;US Treasury,N/A,,,,2026-06-17,TDBK_BANH_REG_IMC_CSA,TDBK,CAD,CAD
3036,PT3QB789TSUIDF371261,THE TORONTO-DOMINION BANK,TDBK,DEUTSCHE BANK A.G.:DBFR,DBFR,7LTWFZYICNSX8D621K86,,"None Fitch LT:AA-,MOODYS LT:A2,DBRS LT:AA,SP LT:AA-,Internal:2A",ISDA CSA,TDBK_DBFR_GEN,EUR,,,,250000.0,,,,,,EUR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-04-15,A52587,Amended,TDBK_DBFR_REG_VM_CSA,BILATERAL_CSA,TDBK_DBFR_GEN,,,Y,,Canada Mortgage Bonds;US Treasury;US Corporate,STATE STREET,,,,2026-06-17,TDBK_DBFR_REG_VM_CSA,TDBK,EUR,
A7763,PT3QB789TSUIDF371261,THE TORONTO-DOMINION BANK,TDBK,WELLINGTON GLOBAL EQUITY FUND 28R5:WH17,WH17,,,"None Fitch LT:AA-,MOODYS LT:A2,DBRS LT:AA,SP LT:AA-,Internal:3A",ISDA CSA,TDBK_WH17_GEN,USD,,,,250000.0,,,,,,USD,75000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994-08-17,A55556,Active,TDBK_WH17_REG_VM_CSA,REG_IMC,TDBK_WH17_GEN,,,N,,Canada Mortgage Bonds;CAD CASH;US Treasury,STATE STREET,,,,2026-06-17,TDBK_WH17_REG_VM_CSA,TDBK,,
A1741,PT3QB789TSUIDF371261,THE TORONTO-DOMINION BANK,TDBK,BANK OF NOVA SCOTIA:BNSC,BNSC,L3I9ZG2KFGXZ61BMYR72,,"None Fitch LT:AA-,MOODYS LT:A2,DBRS LT:AA,SP LT:AA-,Internal:1A",ISDA CSA,TDBK_BNSC_GEN,USD,,,,10000.0,,,,,,USD,250000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-12-19,A40232,Amended,TDBK_BNSC_REG_VM_CSA,BILATERAL_CSA,TDBK_BNSC_GEN,,,Y,,US Treasury;German Government Note;Canada Mortgage Bonds,STATE STREET,,,,2026-06-17,TDBK_BNSC_REG_VM_CSA,TDBK,USD,USD
K3906,PT3QB789TSUIDF371261,THE TORONTO-DOMINION BANK,TDBK,BANK OF NOVA SCOTIA:BNSC,BNSC,L3I9ZG2KFGXZ61BMYR72,,"None Fitch LT:AA-,MOODYS LT:A2,DBRS LT:AA,SP LT:AA-,Internal:1A",ISDA CSA,TDBK_BNSC_GEN,GBP,,,,250000.0,,,,,,GBP,75000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-11-07,A49145,Pending,TDBK_BNSC_GENERAL_CSA,REG_IMC,TDBK_BNSC_GEN,,,N,,CAD CASH;US Treasury;US Common Stock,STATE STREET,,,,2026-06-17,TDBK_BNSC_GENERAL_CSA,TDBK,GBP,
1163,PT3QB789TSUIDF371261,THE TORONTO-DOMINION BANK,TDBK,DEUTSCHE BANK A.G.:DBFR,DBFR,7LTWFZYICNSX8D621K86,,"None Fitch LT:AA-,MOODYS LT:A2,DBRS LT:AA,SP LT:AA-,Internal:2A",ISDA CSA,TDBK_DBFR_GEN,GBP,,,,250000.0,,,,,,GBP,500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-04-19,A87227,Active,TDBK_DBFR_GENERAL_CSA,BILATERAL_CSA,TDBK_DBFR_GEN,,,Y,,Israel Government Bond;German Government Note;USD CASH,BNY MELLON,,,,2026-06-17,TDBK_DBFR_GENERAL_CSA,TDBK,GBP,
9017,PT3QB789TSUIDF371261,THE TORONTO-DOMINION BANK,TDBK,MORGAN STANLEY INTL:MSIL,MSIL,4PQUHN3JPFGFNF3BB653,,"None Fitch LT:AA-,MOODYS LT:A2,DBRS LT:AA,SP LT:AA-,Internal:2A",ISDA CSA,TDBK_MSIL_GEN,USD,,,,250000.0,,,,,,USD,250000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-04-02,A38588,Pending,TDBK_MSIL_REG_VM_CSA,REG_IMC,TDBK_MSIL_GEN,,,N,,USD CASH;Ontario Provincial Bond;Government of Canada Bond,STATE STREET,,,,2026-06-17,TDBK_MSIL_REG_VM_CSA,TDBK,,
8261,PT3QB789TSUIDF371261,THE TORONTO-DOMINION BANK,TDBK,SWISS LIFE AG:SWCD,SWCD,529900ZM2M8QF6PZDD34,,"None Fitch LT:AA-,MOODYS LT:A2,DBRS LT:AA,SP LT:AA-,Internal:1B",ISDA CSA,TDBK_SWCD_GEN,GBP,,,,250000.0,,,,,,GBP,75000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-06-13,A97671,Pending,TDBK_SWCD_REG_IMC_CSA,REG_VM,TDBK_SWCD_GEN,,,Y,,US Common Stock;German Government Note;US Corporate,N/A,,,,2026-06-17,TDBK_SWCD_REG_IMC_CSA,TDBK,GBP,GBP
K5719,PT3QB789TSUIDF371261,THE TORONTO-DOMINION BANK,TDBK,WELLINGTON GLOBAL EQUITY FUND 28R5:WH17,WH17,,,"None Fitch LT:AA-,MOODYS LT:A2,DBRS LT:AA,SP LT:AA-,Internal:3A",ISDA CSA,TDBK_WH17_GEN,CAD,,,,10000.0,,,,,,CAD,250000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-04-05,A48900,Active,TDGF_XXXX_GENERAL_CSA,BILATERAL_CSA,TDBK_WH17_GEN,,,Y,,USD CASH;US Corporate;Israel Government Bond,BNY MELLON,,,,2026-06-17,TDGF_XXXX_GENERAL_CSA,TDBK,CAD,CAD
