issuer,description,maturity_date,classification,rating,clean_price,coupon_accrual,factor,dirty_price,valuation_date,lock_up_margin,par_amount,booking_currency,booking_market_value,booking_collateral_value,haircut,internal_policy_reuse,reporting_currency,reported_market_value,reported_collateral_value,issue_date,agreement_ext_id,additional_info_1,additional_info_2,additional_info_3,additional_info_4,notation,region,group,counterparty_contact,telephone_number,fax_number,email_address,custodian,fx_rate,margin_type,asset_notes1,asset_notes2,asset_notes3,base_ccy,base_market_value,base_adjusted_collateral_value,cpty_country_of_risk,instrument_id_type,prc_payment_instruction_bucket,cpty_payment_instruction_bucket,segregation,segregation_type,gross_calc,issuer_country_of_risk,prc_account_number,prc_beneficiary_bank,prc_ultimate_custodian_code,prc_ultimate_custodian,cpty_account_number,cpty_beneficiary_bank,cpty_ultimate_custodian_code,cpty_ultimate_custodian,agreement,agreement_category,agreement_name,asset_class,asset_owner,asset_type,booking_type,business_line,ccp,cqs,collateral_status,counterparty,counterparty_lei,counterpartycode,counterpartywithcpcode,cpty_petrid,cpty_jurisdiction,cpty_cif_number,cpty_internal_flag,cpty_internal_rating,cpty_bloomberg_ticker,cpty_bloomberg_company_id,im_rehypothecation_rights,instrument_id,issue_country_of_risk,issuer_code,issuer_long_name,issuer_rating,linkage_set,market,model,pd,position,prc_petrid,prc_jurisdiction,prc_cif_number,prc_internal_flag,prc_bloomberg_ticker,prc_bloomberg_company_id,price_factor,price_source,principal,principal_lei,principalcode,rehypothecated,rehypothecation_rights,rescued_data,reporting_date,usd_to_cad_rate
Canada ISSUER,Canada Mortgage Bonds 6.23,2043-12-15,,MOODYS LT:A3 SP LT:AA-,91.08,,,93.94,2026-07-01,,4900000.0,CAD,4821396.72,4802000.0,0.02,,USD,4900000.0,4802000.0,,9547,,,,,,TDBK,,,,,,STATE STREET,1.2,IM,,,,CAD,6615000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_SWCD_REG_VM_CSA,,TDBK_SWCD_REG_VM_CSA,Sovereign,,Canada Mortgage Bonds,VM,OTC,,,In Transit,SWISS LIFE AG,,SWCD,,600105,,,,,,,,ILPB83AR85H7,,,,,,,,,Delivered,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,N,,,2026-07-01,1.36
US ISSUER,US Corporate 4.69,2039-04-27,,MOODYS LT:A3 SP LT:AA-,97.71,,,94.46,2026-06-17,,3900000.0,USD,3888478.44,3588000.0,0.08,,USD,3900000.0,3588000.0,,0193,,,,,,TDBK,,,,,,STATE STREET,0.92,VM,,,,CAD,5265000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_DBFR_GENERAL_CSA,,TDBK_DBFR_GENERAL_CSA,Corporate,,US Corporate,VM,OTC,,,In Transit,DEUTSCHE BANK A.G.,,DBFR,,600107,,,,,,,,ILN53BJDMN8Q,,,,,,,,,Delivered,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,N,,,2026-06-17,1.36
US ISSUER,US Treasury 5.51,2040-07-25,,MOODYS LT:A3 SP LT:AA-,97.66,,,88.81,2026-06-24,,4300000.0,USD,3942568.56,4257000.0,0.01,,USD,4300000.0,4257000.0,,K5502,,,,,,TDBK,,,,,,STATE STREET,1.17,IM,,,,CAD,5805000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_BNSC_REG_VM_CSA,,TDBK_BNSC_REG_VM_CSA,Sovereign,,US Treasury,IM,OTC,,,Pending,BANK OF NOVA SCOTIA,,BNSC,,600106,,,,,,,,DECB81BN515B,,,,,,,,,Long,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,Y,,,2026-06-24,1.36
US ISSUER,US Common Stock 8.50,2044-03-01,,MOODYS LT:A3 SP LT:AA-,97.18,,,90.04,2026-06-10,,2000000.0,USD,2097248.21,1700000.0,0.15,,USD,2000000.0,1700000.0,,0323,,,,,,TDBK,,,,,,BNY MELLON,0.87,IM,,,,CAD,2700000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_CITI_REG_IMC_CSA,,TDBK_CITI_REG_IMC_CSA,Corporate,,US Common Stock,IM,OTC,,,Pending,CITIBANK NA,,CITI,,600108,,,,,,,,US8HGQ6HGFPR,,,,,,,,,Short,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,N,,,2026-06-10,1.36
CAD ISSUER,CAD CASH 8.19,2032-10-22,,MOODYS LT:A3 SP LT:AA-,90.99,,,99.34,2026-07-01,,1900000.0,CAD,1970584.62,1900000.0,0.0,,USD,1900000.0,1900000.0,,5314,,,,,,TDBK,,,,,,BNY MELLON,1.13,VM,,,,CAD,2565000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_BIMC_REG_VM_CSA,,TDBK_BIMC_REG_VM_CSA,Cash,,CAD CASH,VM,OTC,,,Settled,BIMCOR INC,,BIMC,,600110,,,,,,,,US6M3FJ5B3C1,,,,,,,,,Delivered,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,Y,,,2026-07-01,1.36
US ISSUER,US Treasury 9.55,2041-04-21,,MOODYS LT:A3 SP LT:AA-,91.95,,,91.28,2026-06-03,,100000.0,USD,95527.0,99000.0,0.01,,USD,100000.0,99000.0,,K713,,,,,,TDBK,,,,,,BNY MELLON,1.36,IM,,,,CAD,135000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_MSIL_GENERAL_CSA,,TDBK_MSIL_GENERAL_CSA,Sovereign,,US Treasury,VM,OTC,,,Settled,MORGAN STANLEY INTL,,MSIL,,600109,,,,,,,,CAJ647RE5RH4,,,,,,,,,Short,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,Y,,,2026-06-03,1.36
Ontario ISSUER,Ontario Provincial Bond 9.48,2044-09-17,,MOODYS LT:A3 SP LT:AA-,88.32,,,94.58,2026-06-03,,4500000.0,CAD,4241309.33,4320000.0,0.04,,USD,4500000.0,4320000.0,,3082,,,,,,TDBK,,,,,,STATE STREET,1.26,IM,,,,CAD,6075000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_MSIL_REG_IMC_CSA,,TDBK_MSIL_REG_IMC_CSA,Provincial,,Ontario Provincial Bond,VM,OTC,,,Pending,MORGAN STANLEY INTL,,MSIL,,600109,,,,,,,,US84PL7R75NA,,,,,,,,,Delivered,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,Y,,,2026-06-03,1.36
Israel ISSUER,Israel Government Bond 1.38,2038-03-19,,MOODYS LT:A3 SP LT:AA-,96.55,,,92.14,2026-06-03,,800000.0,ILS,821302.78,752000.0,0.06,,USD,800000.0,752000.0,,0155,,,,,,TDBK,,,,,,STATE STREET,0.77,VM,,,,CAD,1080000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_MSIL_GENERAL_CSA,,TDBK_MSIL_GENERAL_CSA,Sovereign,,Israel Government Bond,IM,OTC,,,In Transit,MORGAN STANLEY INTL,,MSIL,,600109,,,,,,,,CAHKQ3BJ236B,,,,,,,,,Delivered,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,Y,,,2026-06-03,1.36
US ISSUER,US Treasury 1.07,2027-11-28,,MOODYS LT:A3 SP LT:AA-,91.35,,,100.66,2026-06-24,,4500000.0,USD,4686235.0,4455000.0,0.01,,USD,4500000.0,4455000.0,,3812,,,,,,TDBK,,,,,,STATE STREET,1.1,Not-Net,,,,CAD,6075000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_SWCD_REG_VM_CSA,,TDBK_SWCD_REG_VM_CSA,Sovereign,,US Treasury,VM,OTC,,,Pending,SWISS LIFE AG,,SWCD,,600105,,,,,,,,ILMBJPAMENJL,,,,,,,,,Long,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,Y,,,2026-06-24,1.36
Canada ISSUER,Canada Mortgage Bonds 7.19,2041-05-01,,MOODYS LT:A3 SP LT:AA-,97.49,,,101.72,2026-06-17,,3400000.0,CAD,3371368.22,3332000.0,0.02,,USD,3400000.0,3332000.0,,8518,,,,,,TDBK,,,,,,STATE STREET,0.74,IM,,,,CAD,4590000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_MSIL_REG_VM_CSA,,TDBK_MSIL_REG_VM_CSA,Sovereign,,Canada Mortgage Bonds,VM,OTC,,,Settled,MORGAN STANLEY INTL,,MSIL,,600109,,,,,,,,CA47HERQDM8P,,,,,,,,,Long,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,Y,,,2026-06-17,1.36
US ISSUER,US Corporate 1.56,2039-01-01,,MOODYS LT:A3 SP LT:AA-,95.56,,,97.72,2026-06-10,,800000.0,USD,757409.22,736000.0,0.08,,USD,800000.0,736000.0,,2332,,,,,,TDBK,,,,,,BNY MELLON,0.78,Not-Net,,,,CAD,1080000.0,,,ISIN,,,,,,,,,,,,,,,TRI-PARTY COLLATERAL AGENT HOLDING,,TRI-PARTY COLLATERAL AGENT HOLDING,Corporate,,US Corporate,IM,OTC,,,In Transit,BANCO HABITAT,,BANH,,600103,,,,,,,,US5RD6L60K3R,,,,,,,,,Long,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,N,,,2026-06-10,1.36
Canada ISSUER,Canada Mortgage Bonds 7.36,2045-10-19,,MOODYS LT:A3 SP LT:AA-,91.78,,,100.66,2026-06-17,,1000000.0,CAD,1049424.16,980000.0,0.02,,USD,1000000.0,980000.0,,K3434,,,,,,TDBK,,,,,,STATE STREET,0.96,IM,,,,CAD,1350000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_BNSC_GENERAL_CSA,,TDBK_BNSC_GENERAL_CSA,Sovereign,,Canada Mortgage Bonds,IM,OTC,,,Settled,BANK OF NOVA SCOTIA,,BNSC,,600106,,,,,,,,IL4B3GDFLFPE,,,,,,,,,Delivered,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,Y,,,2026-06-17,1.36
Ontario ISSUER,Ontario Provincial Bond 8.27,2039-05-05,,MOODYS LT:A3 SP LT:AA-,90.29,,,91.13,2026-06-24,,3000000.0,CAD,3146590.36,2880000.0,0.04,,USD,3000000.0,2880000.0,,8185,,,,,,TDBK,,,,,,BNY MELLON,0.9,Not-Net,,,,CAD,4050000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_MSIL_GENERAL_CSA,,TDBK_MSIL_GENERAL_CSA,Provincial,,Ontario Provincial Bond,VM,OTC,,,Pending,MORGAN STANLEY INTL,,MSIL,,600109,,,,,,,,DERRLC59QE04,,,,,,,,,Short,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,Y,,,2026-06-24,1.36
German ISSUER,German Government Note 3.99,2040-11-13,,MOODYS LT:A3 SP LT:AA-,94.04,,,96.66,2026-06-03,,4700000.0,EUR,4923851.44,4512000.0,0.04,,USD,4700000.0,4512000.0,,9231,,,,,,TDBK,,,,,,STATE STREET,0.73,IM,,,,CAD,6345000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_WH17_REG_IMC_CSA,,TDBK_WH17_REG_IMC_CSA,Sovereign,,German Government Note,IM,OTC,,,In Transit,WELLINGTON GLOBAL EQUITY FUND 28R5,,WH17,,600104,,,,,,,,DEKJFDHC54JM,,,,,,,,,Delivered,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,N,,,2026-06-03,1.36
US ISSUER,US Common Stock 3.95,2038-06-15,,MOODYS LT:A3 SP LT:AA-,97.76,,,96.6,2026-06-10,,3500000.0,USD,3457602.63,2975000.0,0.15,,USD,3500000.0,2975000.0,,2699,,,,,,TDBK,,,,,,BNY MELLON,1.37,VM,,,,CAD,4725000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_BCCU_REG_VM_CSA,,TDBK_BCCU_REG_VM_CSA,Corporate,,US Common Stock,IM,OTC,,,Settled,CENTRAL 1 CREDIT UNION,,BCCU,,600101,,,,,,,,DEBDC6DD6NCQ,,,,,,,,,Delivered,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,N,,,2026-06-10,1.36
US ISSUER,US Treasury 6.14,2028-01-17,,MOODYS LT:A3 SP LT:AA-,97.17,,,92.68,2026-06-17,,2300000.0,USD,2253789.47,2277000.0,0.01,,USD,2300000.0,2277000.0,,K3363,,,,,,TDBK,,,,,,BNY MELLON,0.79,IM,,,,CAD,3105000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_BNSC_GENERAL_CSA,,TDBK_BNSC_GENERAL_CSA,Sovereign,,US Treasury,IM,OTC,,,In Transit,BANK OF NOVA SCOTIA,,BNSC,,600106,,,,,,,,CAD0M0PGA97A,,,,,,,,,Delivered,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,N,,,2026-06-17,1.36
German ISSUER,German Government Note 6.21,2032-05-13,,MOODYS LT:A3 SP LT:AA-,97.83,,,101.67,2026-07-01,,4900000.0,EUR,4468533.85,4704000.0,0.04,,USD,4900000.0,4704000.0,,9049,,,,,,TDBK,,,,,,BNY MELLON,0.72,IM,,,,CAD,6615000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_MSIL_REG_IMC_CSA,,TDBK_MSIL_REG_IMC_CSA,Sovereign,,German Government Note,IM,OTC,,,Settled,MORGAN STANLEY INTL,,MSIL,,600109,,,,,,,,USG3BRA6EERL,,,,,,,,,Delivered,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,Y,,,2026-07-01,1.36
CAD ISSUER,CAD CASH 1.74,2031-10-27,,MOODYS LT:A3 SP LT:AA-,90.11,,,95.95,2026-06-03,,700000.0,CAD,672811.22,700000.0,0.0,,USD,700000.0,700000.0,,0597,,,,,,TDBK,,,,,,BNY MELLON,0.71,VM,,,,CAD,945000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_BNSC_GENERAL_CSA,,TDBK_BNSC_GENERAL_CSA,Cash,,CAD CASH,VM,OTC,,,In Transit,BANK OF NOVA SCOTIA,,BNSC,,600106,,,,,,,,ILHLE0H6NFHH,,,,,,,,,Delivered,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,Y,,,2026-06-03,1.36
US ISSUER,US Treasury 6.34,2028-06-26,,MOODYS LT:A3 SP LT:AA-,98.27,,,91.45,2026-07-01,,2500000.0,USD,2615356.47,2475000.0,0.01,,USD,2500000.0,2475000.0,,9051,,,,,,TDBK,,,,,,BNY MELLON,0.92,IM,,,,CAD,3375000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_BNSC_GENERAL_CSA,,TDBK_BNSC_GENERAL_CSA,Sovereign,,US Treasury,IM,OTC,,,Settled,BANK OF NOVA SCOTIA,,BNSC,,600106,,,,,,,,ILC3AJRA9H95,,,,,,,,,Delivered,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,N,,,2026-07-01,1.36
US ISSUER,US Treasury 3.64,2034-12-25,,MOODYS LT:A3 SP LT:AA-,93.86,,,97.48,2026-06-10,,1600000.0,USD,1482554.51,1584000.0,0.01,,USD,1600000.0,1584000.0,,1955,,,,,,TDBK,,,,,,BNY MELLON,1.12,Not-Net,,,,CAD,2160000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_BANH_REG_VM_CSA,,TDBK_BANH_REG_VM_CSA,Sovereign,,US Treasury,VM,OTC,,,In Transit,BANCO HABITAT,,BANH,,600103,,,,,,,,DEGG1FQ6RBG0,,,,,,,,,Short,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,Y,,,2026-06-10,1.36
German ISSUER,German Government Note 4.82,2044-12-05,,MOODYS LT:A3 SP LT:AA-,89.59,,,93.96,2026-07-01,,200000.0,EUR,201500.22,192000.0,0.04,,USD,200000.0,192000.0,,9061,,,,,,TDBK,,,,,,BNY MELLON,1.19,VM,,,,CAD,270000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_DBFR_REG_IMC_CSA,,TDBK_DBFR_REG_IMC_CSA,Sovereign,,German Government Note,IM,OTC,,,Pending,DEUTSCHE BANK A.G.,,DBFR,,600107,,,,,,,,DEDBR5G9RQNC,,,,,,,,,Delivered,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,N,,,2026-07-01,1.36
Government ISSUER,Government of Canada Bond 1.46,2040-11-02,,MOODYS LT:A3 SP LT:AA-,90.84,,,96.24,2026-06-24,,4200000.0,CAD,3989167.0,4137000.0,0.015,,USD,4200000.0,4137000.0,,2127,,,,,,TDBK,,,,,,STATE STREET,1.11,IM,,,,CAD,5670000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_INBL_GENERAL_CSA,,TDBK_INBL_GENERAL_CSA,Sovereign,,Government of Canada Bond,VM,OTC,,,Pending,INVESTEC BANK LIMITED,,INBL,,600102,,,,,,,,DE77Q5N5P40B,,,,,,,,,Delivered,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,Y,,,2026-06-24,1.36
CAD ISSUER,CAD CASH 3.56,2040-09-22,,MOODYS LT:A3 SP LT:AA-,96.79,,,90.2,2026-06-17,,4900000.0,CAD,4997211.46,4900000.0,0.0,,USD,4900000.0,4900000.0,,A4581,,,,,,TDBK,,,,,,BNY MELLON,1.32,IM,,,,CAD,6615000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_DBFR_REG_VM_CSA,,TDBK_DBFR_REG_VM_CSA,Cash,,CAD CASH,VM,OTC,,,Settled,DEUTSCHE BANK A.G.,,DBFR,,600107,,,,,,,,USH8NGF7E8AQ,,,,,,,,,Delivered,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,Y,,,2026-06-17,1.36
German ISSUER,German Government Note 9.10,2027-05-09,,MOODYS LT:A3 SP LT:AA-,99.52,,,101.74,2026-06-17,,300000.0,EUR,309026.23,288000.0,0.04,,USD,300000.0,288000.0,,A3528,,,,,,TDBK,,,,,,STATE STREET,1.26,Not-Net,,,,CAD,405000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_CITI_REG_VM_CSA,,TDBK_CITI_REG_VM_CSA,Sovereign,,German Government Note,IM,OTC,,,Pending,CITIBANK NA,,CITI,,600108,,,,,,,,USJQR3L189ME,,,,,,,,,Long,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,Y,,,2026-06-17,1.36
Government ISSUER,Government of Canada Bond 3.99,2028-03-26,,MOODYS LT:A3 SP LT:AA-,98.67,,,89.31,2026-06-03,,3500000.0,CAD,3361218.17,3447500.0,0.015,,USD,3500000.0,3447500.0,,A1015,,,,,,TDBK,,,,,,BNY MELLON,0.91,VM,,,,CAD,4725000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_CITI_GENERAL_CSA,,TDBK_CITI_GENERAL_CSA,Sovereign,,Government of Canada Bond,VM,OTC,,,In Transit,CITIBANK NA,,CITI,,600108,,,,,,,,USQ189339FH3,,,,,,,,,Short,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,N,,,2026-06-03,1.36
US ISSUER,US Common Stock 2.65,2038-05-03,,MOODYS LT:A3 SP LT:AA-,100.84,,,100.8,2026-06-17,,900000.0,USD,839369.54,765000.0,0.15,,USD,900000.0,765000.0,,0327,,,,,,TDBK,,,,,,BNY MELLON,1.34,Not-Net,,,,CAD,1215000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_MSIL_GENERAL_CSA,,TDBK_MSIL_GENERAL_CSA,Corporate,,US Common Stock,IM,OTC,,,Settled,MORGAN STANLEY INTL,,MSIL,,600109,,,,,,,,DE6FLBB7F5KH,,,,,,,,,Short,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,Y,,,2026-06-17,1.36
CAD ISSUER,CAD CASH 2.27,2031-05-17,,MOODYS LT:A3 SP LT:AA-,97.35,,,100.79,2026-06-17,,4800000.0,CAD,4341657.34,4800000.0,0.0,,USD,4800000.0,4800000.0,,9791,,,,,,TDBK,,,,,,,0.76,Not-Net,,,,CAD,6480000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_DBFR_REG_IMC_CSA,,TDBK_DBFR_REG_IMC_CSA,Cash,,CAD CASH,VM,OTC,,,In Transit,DEUTSCHE BANK A.G.,,DBFR,,600107,,,,,,,,CAHRBE2L5AD1,,,,,,,,,Short,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,Y,,,2026-06-17,1.36
CAD ISSUER,CAD CASH 1.21,2042-10-14,,MOODYS LT:A3 SP LT:AA-,92.89,,,91.13,2026-06-24,,1500000.0,CAD,1419188.8,1500000.0,0.0,,USD,1500000.0,1500000.0,,K3687,,,,,,TDBK,,,,,,BNY MELLON,1.12,IM,,,,CAD,2025000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_BIMC_REG_IMC_CSA,,TDBK_BIMC_REG_IMC_CSA,Cash,,CAD CASH,IM,OTC,,,Settled,BIMCOR INC,,BIMC,,600110,,,,,,,,ILQF65GG5RF0,,,,,,,,,Short,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,Y,,,2026-06-24,1.36
US ISSUER,US Corporate 7.92,2032-08-28,,MOODYS LT:A3 SP LT:AA-,95.72,,,96.97,2026-06-03,,3400000.0,USD,3123566.6,3128000.0,0.08,,USD,3400000.0,3128000.0,,0213,,,,,,TDBK,,,,,,STATE STREET,1.24,VM,,,,CAD,4590000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_INBL_REG_VM_CSA,,TDBK_INBL_REG_VM_CSA,Corporate,,US Corporate,IM,OTC,,,Pending,INVESTEC BANK LIMITED,,INBL,,600102,,,,,,,,US7PBE8AKNJC,,,,,,,,,Short,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,N,,,2026-06-03,1.36
US ISSUER,US Common Stock 8.97,2037-07-04,,MOODYS LT:A3 SP LT:AA-,89.79,,,95.15,2026-07-01,,3600000.0,USD,3553260.68,3060000.0,0.15,,USD,3600000.0,3060000.0,,5143,,,,,,TDBK,,,,,,BNY MELLON,1.19,VM,,,,CAD,4860000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_CITI_GENERAL_CSA,,TDBK_CITI_GENERAL_CSA,Corporate,,US Common Stock,VM,OTC,,,In Transit,CITIBANK NA,,CITI,,600108,,,,,,,,DEFGLK746A3B,,,,,,,,,Delivered,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,N,,,2026-07-01,1.36
US ISSUER,US Treasury 9.87,2042-10-14,,MOODYS LT:A3 SP LT:AA-,91.5,,,98.44,2026-06-24,,3500000.0,USD,3606284.91,3465000.0,0.01,,USD,3500000.0,3465000.0,,3651,,,,,,TDBK,,,,,,BNY MELLON,1.31,Not-Net,,,,CAD,4725000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_DBFR_GENERAL_CSA,,TDBK_DBFR_GENERAL_CSA,Sovereign,,US Treasury,IM,OTC,,,Settled,DEUTSCHE BANK A.G.,,DBFR,,600107,,,,,,,,DEC69RQL9N08,,,,,,,,,Short,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,N,,,2026-06-24,1.36
CAD ISSUER,CAD CASH 2.89,2039-03-11,,MOODYS LT:A3 SP LT:AA-,90.63,,,91.1,2026-06-24,,200000.0,CAD,196564.46,200000.0,0.0,,USD,200000.0,200000.0,,A1162,,,,,,TDBK,,,,,,BNY MELLON,1.3,VM,,,,CAD,270000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_DBFR_REG_IMC_CSA,,TDBK_DBFR_REG_IMC_CSA,Cash,,CAD CASH,IM,OTC,,,In Transit,DEUTSCHE BANK A.G.,,DBFR,,600107,,,,,,,,IL738FRHDKK9,,,,,,,,,Long,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,N,,,2026-06-24,1.36
US ISSUER,US Corporate 1.50,2042-01-22,,MOODYS LT:A3 SP LT:AA-,94.44,,,91.74,2026-06-03,,1500000.0,USD,1565569.31,1380000.0,0.08,,USD,1500000.0,1380000.0,,8321,,,,,,TDBK,,,,,,BNY MELLON,1.1,VM,,,,CAD,2025000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_CITI_GENERAL_CSA,,TDBK_CITI_GENERAL_CSA,Corporate,,US Corporate,VM,OTC,,,Settled,CITIBANK NA,,CITI,,600108,,,,,,,,US641B8QMEAE,,,,,,,,,Short,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,N,,,2026-06-03,1.36
US ISSUER,US Treasury 3.20,2040-10-12,,MOODYS LT:A3 SP LT:AA-,95.04,,,96.1,2026-06-17,,1900000.0,USD,1965094.04,1881000.0,0.01,,USD,1900000.0,1881000.0,,4943,,,,,,TDBK,,,,,,STATE STREET,0.74,Not-Net,,,,CAD,2565000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_INBL_REG_VM_CSA,,TDBK_INBL_REG_VM_CSA,Sovereign,,US Treasury,IM,OTC,,,Pending,INVESTEC BANK LIMITED,,INBL,,600102,,,,,,,,USM2AEHGHJ7E,,,,,,,,,Long,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,N,,,2026-06-17,1.36
Ontario ISSUER,Ontario Provincial Bond 4.83,2041-05-22,,MOODYS LT:A3 SP LT:AA-,90.03,,,99.28,2026-06-24,,1000000.0,CAD,986951.63,960000.0,0.04,,USD,1000000.0,960000.0,,5219,,,,,,TDBK,,,,,,STATE STREET,1.33,IM,,,,CAD,1350000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_INBL_REG_VM_CSA,,TDBK_INBL_REG_VM_CSA,Provincial,,Ontario Provincial Bond,VM,OTC,,,Settled,INVESTEC BANK LIMITED,,INBL,,600102,,,,,,,,DEP6N4P8NKL1,,,,,,,,,Short,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,N,,,2026-06-24,1.36
German ISSUER,German Government Note 4.31,2035-10-22,,MOODYS LT:A3 SP LT:AA-,90.55,,,101.57,2026-06-17,,2400000.0,EUR,2374874.36,2304000.0,0.04,,USD,2400000.0,2304000.0,,3097,,,,,,TDBK,,,,,,STATE STREET,0.97,Not-Net,,,,CAD,3240000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_MSIL_REG_IMC_CSA,,TDBK_MSIL_REG_IMC_CSA,Sovereign,,German Government Note,VM,OTC,,,Pending,MORGAN STANLEY INTL,,MSIL,,600109,,,,,,,,DE68EDKABA0P,,,,,,,,,Long,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,N,,,2026-06-17,1.36
US ISSUER,US Common Stock 1.36,2035-02-23,,MOODYS LT:A3 SP LT:AA-,93.98,,,100.31,2026-06-10,,1200000.0,USD,1182840.88,1020000.0,0.15,,USD,1200000.0,1020000.0,,0662,,,,,,TDBK,,,,,,STATE STREET,1.37,IM,,,,CAD,1620000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_CITI_GENERAL_CSA,,TDBK_CITI_GENERAL_CSA,Corporate,,US Common Stock,IM,OTC,,,In Transit,CITIBANK NA,,CITI,,600108,,,,,,,,ILC3E765DD9A,,,,,,,,,Long,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,Y,,,2026-06-10,1.36
Canada ISSUER,Canada Mortgage Bonds 4.48,2037-01-25,,MOODYS LT:A3 SP LT:AA-,95.97,,,93.71,2026-06-17,,2000000.0,CAD,1951070.35,1960000.0,0.02,,USD,2000000.0,1960000.0,,9139,,,,,,TDBK,,,,,,STATE STREET,0.88,Not-Net,,,,CAD,2700000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_WH17_REG_IMC_CSA,,TDBK_WH17_REG_IMC_CSA,Sovereign,,Canada Mortgage Bonds,VM,OTC,,,Settled,WELLINGTON GLOBAL EQUITY FUND 28R5,,WH17,,600104,,,,,,,,USMQDCA8KGR4,,,,,,,,,Delivered,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,N,,,2026-06-17,1.36
