trade_identifier_party_a,trade_identifier_2_party_a,trade_date,effective_date,maturity_date,party_a_branch_name,party_b_branch_name,strike_price,buy_or_sell,put_or_call,exchanged_notional_1_amount,exchanged_notional_1_currency,exchanged_notional_2_amount,exchanged_notional_2_currency,valuation_base_currency,valuation_date,underlying,external_id,valuation_base_currency_amount_t_1,margin_type,settlement_date,agreement_name,ims_portfolio,ims_desk,model,pai,pai_rate,source_system,product_type,trade_identifier_party_b,applicable_agreements,rescued_data,reporting_date
58891680,,2024-10-23,2025-06-28,2031-12-16,TDBK,WELLINGTON GLOBAL EQUITY FUND 28R5,108.45,Sell,,298000000.0,EUR,,,USD,2026-07-01,FX/IR,1077,-200000.0,IM,2026-08-07,TDBK_WH17_REG_IMC_CSA,PB,RATES,SIMM,2002.83,0.02627293,CALYPSOCPG,Credit Default Swap,,1077:REG_VM|7395:REG_IMC,,2026-06-10
89414934,,2026-02-02,2024-05-02,2031-04-16,TDBK,CENTRAL 1 CREDIT UNION,,Sell,,49000000.0,CAD,,,USD,2026-07-01,FX/IR,8573,1000000.0,Net,2026-04-05,TDBK_BCCU_REG_VM_CSA,PB,RATES,SIMM,,0.01636236,CALYPSOCPG,Credit Default Swap,,8573:REG_VM|7874:REG_IMC,,2026-06-03
71979167,,2024-12-26,2025-11-26,2027-06-26,TDBK,BANK OF NOVA SCOTIA,108.69,Sell,Call,427000000.0,GBP,,,USD,2026-07-01,FX/IR,0710,600000.0,VM,2026-03-10,TDBK_BNSC_GENERAL_CSA,PB,RATES,SIMM,-5492.5,0.01456936,SOPHIS,Equity Swap,,0710:REG_VM|7102:REG_IMC,,2026-06-03
21493780,,2024-05-23,2026-06-26,2028-01-05,TDBK,INVESTEC BANK LIMITED,101.31,Sell,Call,393000000.0,EUR,,,USD,2026-07-01,FX/IR,7367,1600000.0,VM,2026-09-09,,,RATES,SIMM,4692.71,0.04640859,CALYPSOCPG,Credit Default Swap,,7367:REG_VM|7891:REG_IMC,,2026-06-17
83448557,,2024-06-06,2024-04-19,2026-01-11,TDBK,SWISS LIFE AG,,Sell,Put,448000000.0,GBP,,,USD,2026-07-01,FX/IR,1600,1600000.0,IM,2026-06-20,TDBK_SWCD_REG_IMC_CSA,PB,RATES,SIMM,-9366.9,0.00544527,CALYPSOCPG,IR Swap,,1600:REG_VM|7416:REG_IMC,,2026-06-03
81411309,,2026-11-09,2026-09-06,2029-07-20,TDBK,BIMCOR INC,,Buy,Put,445000000.0,GBP,,,USD,2026-07-01,FX/IR,4249,800000.0,VM,2026-08-16,,PB,RATES,SIMM,5597.27,,CALYPSOCPG,IR Swap,,4249:REG_VM|7820:REG_IMC,,2026-06-17
18481513,,2026-12-04,2025-02-15,2029-11-08,TDBK,BIMCOR INC,96.67,Buy,Put,432000000.0,CAD,,,USD,2026-07-01,,0573,400000.0,IM,2026-03-14,TDBK_BIMC_REG_VM_CSA,PB,RATES,SIMM,6129.39,0.01457478,SOPHIS,Equity Swap,,0573:REG_VM|7370:REG_IMC,,2026-06-03
75218780,,2025-11-01,2025-07-18,2030-05-23,TDBK,WELLINGTON GLOBAL EQUITY FUND 28R5,98.1,Buy,,53000000.0,EUR,,,USD,2026-07-01,FX/IR,K2684,-400000.0,IM,2026-05-05,TDBK_WH17_REG_IMC_CSA,PB,RATES,SIMM,-2234.49,0.00118789,DARWIN,Swaption,,K2684:REG_VM|7658:REG_IMC,,2026-06-03
83873357,,2024-04-26,2025-04-12,2030-10-14,TDBK,INVESTEC BANK LIMITED,,Buy,Call,29000000.0,EUR,,,USD,2026-07-01,FX/IR,0709,1600000.0,VM,2026-08-28,TDBK_INBL_GENERAL_CSA,PB,RATES,SIMM,-8951.34,0.00098813,DARWIN,Swaption,,0709:REG_VM|7669:REG_IMC,,2026-06-17
90286953,,2026-05-13,2026-02-07,2027-01-20,TDBK,CENTRAL 1 CREDIT UNION,,Buy,,169000000.0,GBP,,,USD,2026-07-01,FX/IR,9932,1500000.0,Net,2026-10-03,TDBK_BCCU_REG_VM_CSA,PB,RATES,SIMM,-3419.49,0.00128391,SOPHIS,Equity Swap,,9932:REG_VM|7461:REG_IMC,,2026-06-10
64540677,,2025-08-10,2024-01-01,2028-07-21,TDBK,INVESTEC BANK LIMITED,,Sell,,225000000.0,EUR,,,USD,2026-07-01,FX/IR,5597,1300000.0,VM,2026-02-17,TDBK_INBL_REG_VM_CSA,PB,RATES,SIMM,-2732.84,0.01680831,CALYPSOCPG,Credit Default Swap,,5597:REG_VM|7098:REG_IMC,,2026-06-17
11275172,,2024-01-11,2024-06-19,2030-09-26,TDBK,CENTRAL 1 CREDIT UNION,100.36,Buy,,93000000.0,EUR,,,USD,2026-07-01,FX/IR,K5011,-100000.0,VM,2026-04-13,TDBK_BCCU_REG_IMC_CSA,PB,RATES,SIMM,-7203.09,0.02886068,CALYPSOCPG,Credit Default Swap,,K5011:REG_VM|7207:REG_IMC,,2026-06-24
11062209,,2024-08-16,2024-06-24,2028-08-21,TDBK,INVESTEC BANK LIMITED,,Buy,Call,422000000.0,CAD,,,USD,2026-07-01,FX/IR,6650,100000.0,IM,2026-02-02,TDBK_INBL_REG_IMC_CSA,PB,RATES,SIMM,4109.85,0.01679597,DARWIN,Swaption,,6650:REG_VM|7560:REG_IMC,,2026-06-10
48602395,,2025-04-16,2024-09-26,2029-02-11,TDBK,WELLINGTON GLOBAL EQUITY FUND 28R5,108.42,Buy,,416000000.0,EUR,,,USD,2026-07-01,FX/IR,0375,-400000.0,Net,2026-03-14,TDBK_WH17_GENERAL_CSA,PB,RATES,SIMM,-6528.49,,MUREXFXO,FX Option,,0375:REG_VM|7167:REG_IMC,,2026-06-17
61091772,,2024-02-20,2025-02-07,2030-04-10,TDBK,BANK OF NOVA SCOTIA,,Buy,Call,269000000.0,EUR,,,USD,2026-07-01,FX/IR,9621,1800000.0,VM,2026-05-06,TDBK_BNSC_REG_VM_CSA,PB,RATES,SIMM,1211.9,0.01954415,MUREXFXO,FX Option,,9621:REG_VM|7232:REG_IMC,,2026-06-24
11159890,,2025-09-09,2026-02-04,2026-08-15,TDBK,DEUTSCHE BANK A.G.,99.03,Buy,Call,119000000.0,USD,,,USD,2026-07-01,FX/IR,4675,1900000.0,Net,2026-11-02,,PB,RATES,SIMM,207.74,0.03216847,DARWIN,Swaption,,4675:REG_VM|7964:REG_IMC,,2026-06-10
48636032,,2024-08-20,2024-03-23,2031-10-18,TDBK,BIMCOR INC,,Sell,,98000000.0,GBP,,,USD,2026-07-01,FX/IR,0426,500000.0,IM,2026-09-22,TDBK_BIMC_REG_IMC_CSA,PB,RATES,SIMM,3548.49,0.03845279,MUREXFXO,FX Option,,0426:REG_VM|7205:REG_IMC,,2026-06-17
24556145,,2026-06-13,2026-05-07,2027-10-07,TDBK,DEUTSCHE BANK A.G.,,Buy,,299000000.0,CAD,,,USD,2026-07-01,FX/IR,0961,300000.0,Net,2026-12-22,TDBK_DBFR_REG_IMC_CSA,PB,RATES,SIMM,-4399.76,0.01517502,DARWIN,Swaption,,0961:REG_VM|7146:REG_IMC,,2026-06-10
94700107,,2025-07-03,2026-11-21,2026-04-02,TDBK,CITIBANK NA,,Buy,,323000000.0,EUR,,,USD,2026-07-01,FX/IR,6181,0.0,Net,2026-08-21,TDBK_CITI_REG_IMC_CSA,PB,RATES,SIMM,,0.03494132,CALYPSOCPG,IR Swap,,6181:REG_VM|7690:REG_IMC,,2026-06-17
90741817,,2026-03-24,2025-06-24,2029-03-27,TDBK,CITIBANK NA,,Sell,Put,126000000.0,EUR,,,USD,2026-07-01,FX/IR,6745,400000.0,IM,2026-01-05,TDBK_CITI_REG_IMC_CSA,PB,,SIMM,9072.95,0.01804959,DARWIN,Swaption,,6745:REG_VM|7602:REG_IMC,,2026-06-10
84920506,,2026-03-19,2024-03-18,2026-01-02,TDBK,INVESTEC BANK LIMITED,102.61,Buy,Put,181000000.0,CAD,,,USD,2026-07-01,FX/IR,K3528,1600000.0,IM,2026-01-15,TDBK_INBL_REG_IMC_CSA,PB,RATES,SIMM,7182.29,0.02760416,DARWIN,Swaption,,K3528:REG_VM|7313:REG_IMC,,2026-06-17
28545980,,2025-11-05,2025-04-09,2026-11-20,TDBK,DEUTSCHE BANK A.G.,,Sell,,249000000.0,USD,,,USD,2026-07-01,FX/IR,3338,-200000.0,Net,2026-03-25,TDBK_DBFR_REG_IMC_CSA,PB,RATES,SIMM,-7677.73,0.02259512,CALYPSOCPG,Credit Default Swap,,3338:REG_VM|7983:REG_IMC,,2026-06-03
67478955,,2025-03-13,2026-01-07,2029-03-23,TDBK,CITIBANK NA,105.37,Buy,,129000000.0,GBP,,,USD,2026-07-01,FX/IR,0899,100000.0,Net,2026-01-09,TDBK_CITI_GENERAL_CSA,PB,RATES,SIMM,5231.13,0.00827625,DARWIN,Swaption,,0899:REG_VM|7883:REG_IMC,,2026-07-01
31874772,,2024-01-24,2026-12-23,2028-09-01,TDBK,INVESTEC BANK LIMITED,,Sell,,186000000.0,CAD,,,USD,2026-07-01,FX/IR,7693,500000.0,VM,2026-11-26,TDBK_INBL_REG_IMC_CSA,PB,RATES,SIMM,5439.9,0.03208973,CALYPSOCPG,IR Swap,,7693:REG_VM|7728:REG_IMC,,2026-06-24
34489939,,2026-03-05,2024-12-09,2029-05-14,TDBK,WELLINGTON GLOBAL EQUITY FUND 28R5,,Buy,,352000000.0,CAD,,,USD,2026-07-01,FX/IR,0846,1200000.0,Net,2026-06-07,TDBK_WH17_REG_IMC_CSA,PB,RATES,SIMM,-8332.0,0.00719531,DARWIN,Swaption,,0846:REG_VM|7973:REG_IMC,,2026-06-03
36293738,,2024-02-12,2024-04-23,2027-11-06,TDBK,BANK OF NOVA SCOTIA,,Buy,Put,312000000.0,USD,,,USD,2026-07-01,FX/IR,0615,200000.0,IM,2026-04-10,TDBK_BNSC_GENERAL_CSA,PB,RATES,,7836.03,,SOPHIS,Equity Swap,,0615:REG_VM|7468:REG_IMC,,2026-07-01
55911978,,2024-05-20,2026-12-22,2029-04-10,TDBK,WELLINGTON GLOBAL EQUITY FUND 28R5,108.33,Buy,,468000000.0,CAD,,,USD,2026-07-01,FX/IR,6318,1300000.0,IM,2026-11-16,TDBK_WH17_REG_VM_CSA,PB,RATES,SIMM,-6657.14,0.03632475,CALYPSOCPG,IR Swap,,6318:REG_VM|7601:REG_IMC,,2026-06-24
14195421,,2026-08-23,2025-03-23,2026-12-06,TDBK,BIMCOR INC,108.72,Buy,,320000000.0,GBP,,,USD,2026-07-01,FX/IR,7398,800000.0,VM,2026-03-06,TDBK_BIMC_REG_VM_CSA,PB,RATES,SIMM,-5434.4,0.02036247,MUREXFXO,FX Option,,7398:REG_VM|7963:REG_IMC,,2026-06-17
34002253,,2026-02-13,2026-05-07,2031-02-20,TDBK,CITIBANK NA,93.17,Buy,,148000000.0,EUR,,,USD,2026-07-01,FX/IR,0323,300000.0,Net,2026-05-27,TDBK_CITI_REG_IMC_CSA,PB,RATES,SIMM,1707.95,0.04580742,MUREXFXO,FX Option,,0323:REG_VM|7741:REG_IMC,,2026-06-17
48443371,,2026-01-05,2025-06-19,2027-01-15,TDBK,INVESTEC BANK LIMITED,,Sell,Call,130000000.0,USD,,,USD,2026-07-01,FX/IR,A6462,100000.0,IM,2026-01-07,TDBK_INBL_GENERAL_CSA,PB,RATES,SIMM,1587.1,0.00680349,MUREXFXO,FX Option,,A6462:REG_VM|7793:REG_IMC,,2026-06-24
26070942,,2026-08-12,2025-10-19,2031-05-18,TDBK,BANK OF NOVA SCOTIA,100.79,Buy,Call,272000000.0,USD,,,USD,2026-07-01,FX/IR,0233,1600000.0,Net,2026-12-17,TDBK_BNSC_REG_VM_CSA,PB,RATES,SIMM,-5973.0,0.04628648,SOPHIS,Equity Swap,,0233:REG_VM|7910:REG_IMC,,2026-06-10
77151921,,2026-06-09,2025-02-10,2030-07-05,TDBK,WELLINGTON GLOBAL EQUITY FUND 28R5,,Buy,Put,416000000.0,GBP,,,USD,2026-07-01,FX/IR,3944,-200000.0,Net,2026-01-12,TDBK_WH17_REG_VM_CSA,PB,RATES,SIMM,-5397.33,0.01730689,CALYPSOCPG,IR Swap,,3944:REG_VM|7146:REG_IMC,,2026-07-01
83374187,,2024-12-14,2024-05-04,2027-03-19,TDBK,BANCO HABITAT,,Buy,Call,461000000.0,CAD,,,USD,2026-07-01,FX/IR,4732,1400000.0,VM,2026-12-03,TDBK_BANH_REG_VM_CSA,PB,RATES,SIMM,2376.61,0.02721592,CALYPSOCPG,Credit Default Swap,,4732:REG_VM|7388:REG_IMC,,2026-07-01
14773097,,2026-01-19,2025-09-16,2031-04-04,TDBK,WELLINGTON GLOBAL EQUITY FUND 28R5,109.68,Buy,,379000000.0,CAD,,,USD,2026-07-01,FX/IR,K4116,1600000.0,Net,2026-01-12,,,RATES,SIMM,1715.05,0.03960154,DARWIN,Swaption,,K4116:REG_VM|7904:REG_IMC,,2026-06-03
13920712,,2026-05-14,2025-11-12,2031-07-24,TDBK,BIMCOR INC,109.49,Buy,Call,271000000.0,CAD,,,USD,2026-07-01,,A1746,700000.0,Net,2026-03-20,TDBK_BIMC_REG_IMC_CSA,PB,RATES,SIMM,-2301.97,0.02745438,MUREXFXO,FX Option,,A1746:REG_VM|7319:REG_IMC,,2026-06-03
26718678,,2026-01-28,2025-02-22,2026-05-05,TDBK,DEUTSCHE BANK A.G.,,Sell,Put,403000000.0,EUR,,,USD,2026-07-01,FX/IR,7428,1400000.0,VM,2026-04-23,TDBK_DBFR_GENERAL_CSA,PB,RATES,SIMM,-6334.69,0.00747432,MUREXFXO,FX Option,,7428:REG_VM|7885:REG_IMC,,2026-06-03
90314948,,2025-02-24,2026-08-15,2031-04-02,TDBK,BIMCOR INC,103.94,Sell,,498000000.0,EUR,,,USD,2026-07-01,FX/IR,2076,1900000.0,Net,2026-04-09,TDBK_BIMC_REG_IMC_CSA,PB,RATES,SIMM,-4510.57,0.02689413,CALYPSOCPG,IR Swap,,2076:REG_VM|7415:REG_IMC,,2026-06-24
68700288,,2024-06-22,2024-07-17,2029-03-02,TDBK,DEUTSCHE BANK A.G.,,Sell,,81000000.0,EUR,,,USD,2026-07-01,FX/IR,0144,1900000.0,VM,2026-12-27,TDBK_DBFR_GENERAL_CSA,PB,RATES,SIMM,8069.62,0.04179636,CALYPSOCPG,IR Swap,,0144:REG_VM|7681:REG_IMC,,2026-06-24
49281781,,2026-01-03,2025-12-12,2031-12-19,TDBK,DEUTSCHE BANK A.G.,,Buy,,346000000.0,CAD,,,USD,2026-07-01,FX/IR,5849,1900000.0,VM,2026-09-02,TDBK_DBFR_REG_IMC_CSA,PB,RATES,SIMM,1654.96,0.00442703,SOPHIS,Equity Swap,,5849:REG_VM|7020:REG_IMC,,2026-06-17
63210721,,2026-01-27,2026-11-01,2031-11-11,TDBK,SWISS LIFE AG,109.21,Sell,Put,456000000.0,GBP,,,USD,2026-07-01,FX/IR,0808,1900000.0,Net,2026-04-05,TDBK_SWCD_GENERAL_CSA,PB,RATES,SIMM,-6641.14,0.02655206,MUREXFXO,FX Option,,0808:REG_VM|7063:REG_IMC,,2026-06-03
59757498,,2024-06-07,2026-11-03,2029-08-02,TDBK,BANCO HABITAT,107.97,Sell,Put,132000000.0,GBP,,,USD,2026-07-01,FX/IR,6414,1300000.0,Net,2026-05-12,TDBK_BANH_GENERAL_CSA,PB,RATES,SIMM,793.49,0.00769094,MUREXFXO,FX Option,,6414:REG_VM|7292:REG_IMC,,2026-06-03
10966798,,2026-05-18,2024-10-23,2027-10-08,TDBK,SWISS LIFE AG,93.92,Buy,Call,271000000.0,EUR,,,USD,2026-07-01,FX/IR,0425,1000000.0,Net,2026-08-13,TDBK_SWCD_GENERAL_CSA,PB,RATES,,2981.96,0.01097116,DARWIN,Swaption,,0425:REG_VM|7473:REG_IMC,,2026-06-03
80091537,,2024-12-23,2024-02-27,2028-10-24,TDBK,DEUTSCHE BANK A.G.,,Sell,,103000000.0,CAD,,,USD,2026-07-01,FX/IR,3265,1700000.0,VM,2026-01-04,TDBK_DBFR_REG_IMC_CSA,PB,RATES,SIMM,-8320.58,0.02169789,CALYPSOCPG,IR Swap,,3265:REG_VM|7876:REG_IMC,,2026-07-01
60950727,,2025-12-23,2026-04-27,2028-02-22,TDBK,CITIBANK NA,,Sell,Put,179000000.0,GBP,,,USD,2026-07-01,FX/IR,K8538,1800000.0,IM,2026-01-16,TDBK_CITI_GENERAL_CSA,PB,RATES,SIMM,1961.31,0.02157525,SOPHIS,Equity Swap,,K8538:REG_VM|7764:REG_IMC,,2026-06-24
64959611,,2026-09-09,2026-09-10,2026-05-10,TDBK,INVESTEC BANK LIMITED,,Buy,Put,37000000.0,GBP,,,USD,2026-07-01,FX/IR,0213,1900000.0,IM,2026-03-02,TDBK_INBL_REG_VM_CSA,PB,RATES,SIMM,7354.98,0.01725407,CALYPSOCPG,Credit Default Swap,,0213:REG_VM|7656:REG_IMC,,2026-06-10
33741269,,2025-07-10,2025-10-10,2030-06-04,TDBK,BANCO HABITAT,93.23,Sell,,40000000.0,EUR,,,USD,2026-07-01,FX/IR,6097,-200000.0,Net,2026-09-11,TDBK_BANH_REG_VM_CSA,PB,RATES,SIMM,4138.64,,SOPHIS,Equity Swap,,6097:REG_VM|7942:REG_IMC,,2026-06-24
51778564,,2026-05-01,2026-08-16,2029-03-08,TDBK,DEUTSCHE BANK A.G.,95.15,Sell,,6000000.0,USD,,,USD,2026-07-01,FX/IR,4426,700000.0,Net,2026-07-05,TDBK_DBFR_REG_IMC_CSA,PB,RATES,SIMM,8442.85,0.03303319,CALYPSOCPG,IR Swap,,4426:REG_VM|7226:REG_IMC,,2026-06-10
24911007,,2025-09-18,2024-02-20,2031-05-05,TDBK,BANK OF NOVA SCOTIA,98.24,Sell,,266000000.0,GBP,,,USD,2026-07-01,FX/IR,9076,1600000.0,VM,2026-09-20,,PB,RATES,SIMM,,0.02808932,CALYPSOCPG,IR Swap,,9076:REG_VM|7974:REG_IMC,,2026-06-10
83495359,,2026-02-15,2026-06-09,2028-07-19,TDBK,BIMCOR INC,,Sell,,297000000.0,USD,,,USD,2026-07-01,FX/IR,9686,2000000.0,Net,2026-10-04,TDBK_BIMC_GENERAL_CSA,PB,RATES,SIMM,-1454.12,0.00899031,MUREXFXO,FX Option,,9686:REG_VM|7928:REG_IMC,,2026-06-10
94760619,,2026-10-14,2025-06-16,2026-08-09,TDBK,WELLINGTON GLOBAL EQUITY FUND 28R5,,Buy,,352000000.0,USD,,,USD,2026-07-01,FX/IR,7554,1900000.0,Net,2026-09-08,TDBK_WH17_REG_IMC_CSA,,RATES,SIMM,8267.07,0.01787932,MUREXFXO,FX Option,,7554:REG_VM|7183:REG_IMC,,2026-06-24
65365364,,2026-06-21,2024-08-16,2027-10-08,TDBK,BIMCOR INC,109.26,Buy,Put,220000000.0,USD,,,USD,2026-07-01,FX/IR,8935,-400000.0,VM,2026-11-07,TDBK_BIMC_REG_VM_CSA,PB,RATES,SIMM,-8625.29,0.00181185,DARWIN,Swaption,,8935:REG_VM|7768:REG_IMC,,2026-06-03
84534960,,2024-07-02,2025-03-12,2028-09-02,TDBK,INVESTEC BANK LIMITED,102.45,Sell,,383000000.0,EUR,,,USD,2026-07-01,FX/IR,4719,1100000.0,Net,2026-04-21,TDBK_INBL_REG_VM_CSA,PB,RATES,SIMM,-8939.71,0.00425646,SOPHIS,Equity Swap,,4719:REG_VM|7046:REG_IMC,,2026-06-10
77935306,,2025-01-06,2025-09-01,2031-02-15,TDBK,BIMCOR INC,,Sell,,331000000.0,EUR,,,USD,2026-07-01,FX/IR,5591,-400000.0,VM,2026-10-25,TDBK_BIMC_REG_VM_CSA,PB,RATES,SIMM,-8482.46,0.04232967,CALYPSOCPG,Credit Default Swap,,5591:REG_VM|7425:REG_IMC,,2026-06-03
91854728,,2025-08-16,2025-10-28,2026-09-08,TDBK,SWISS LIFE AG,,Buy,Call,465000000.0,EUR,,,USD,2026-07-01,FX/IR,0190,-300000.0,VM,2026-03-17,TDBK_SWCD_REG_VM_CSA,PB,RATES,SIMM,-1806.19,0.04136202,MUREXFXO,FX Option,,0190:REG_VM|7305:REG_IMC,,2026-06-03
94348677,,2025-10-02,2026-03-12,2028-09-16,TDBK,SWISS LIFE AG,101.04,Sell,,185000000.0,CAD,,,USD,2026-07-01,FX/IR,0481,1300000.0,IM,2026-06-13,TDBK_SWCD_GENERAL_CSA,PB,RATES,SIMM,4899.76,0.00264483,CALYPSOCPG,IR Swap,,0481:REG_VM|7884:REG_IMC,,2026-07-01
55845870,,2026-12-02,2025-09-12,2027-04-22,TDBK,CENTRAL 1 CREDIT UNION,103.81,Buy,,308000000.0,USD,,,USD,2026-07-01,FX/IR,A714,1400000.0,Net,2026-05-19,TDBK_BCCU_REG_VM_CSA,PB,RATES,SIMM,,0.03416737,CALYPSOCPG,IR Swap,,A714:REG_VM|7232:REG_IMC,,2026-07-01
69927755,,2026-09-17,2024-12-25,2028-09-18,TDBK,CITIBANK NA,,Buy,Call,273000000.0,USD,,,USD,2026-07-01,FX/IR,4960,1700000.0,VM,2026-07-11,,PB,RATES,SIMM,26.71,0.01379321,SOPHIS,Equity Swap,,4960:REG_VM|7234:REG_IMC,,2026-07-01
56838871,,2024-11-10,2026-01-11,2029-04-10,TDBK,MORGAN STANLEY INTL,,Buy,Call,368000000.0,USD,,,USD,2026-07-01,FX/IR,3071,600000.0,VM,2026-10-18,TDGF_XXXX_GENERAL_CSA,PB,RATES,SIMM,,0.03358878,DARWIN,Swaption,,3071:REG_VM|7940:REG_IMC,,2026-06-24
50546856,,2024-03-14,2024-09-07,2028-03-03,TDBK,DEUTSCHE BANK A.G.,94.16,Sell,Put,447000000.0,CAD,,,USD,2026-07-01,FX/IR,A2548,600000.0,IM,2026-05-15,TDBK_DBFR_REG_IMC_CSA,PB,RATES,,9401.22,0.00755413,SOPHIS,Equity Swap,,A2548:REG_VM|7790:REG_IMC,,2026-06-10
92290398,,2024-07-11,2024-11-24,2031-12-16,TDBK,WELLINGTON GLOBAL EQUITY FUND 28R5,107.78,Sell,Call,99000000.0,CAD,,,USD,2026-07-01,,3467,1500000.0,VM,2026-08-03,,PB,RATES,,-1296.49,0.02620959,SOPHIS,Equity Swap,,3467:REG_VM|7222:REG_IMC,,2026-06-10
94353703,,2024-04-03,2024-08-04,2027-12-11,TDBK,SWISS LIFE AG,,Sell,,451000000.0,GBP,,,USD,2026-07-01,FX/IR,7087,900000.0,Net,2026-07-24,TDBK_SWCD_REG_IMC_CSA,PB,RATES,,-5390.01,0.04776252,SOPHIS,Equity Swap,,7087:REG_VM|7364:REG_IMC,,2026-07-01
68507371,,2026-11-03,2026-03-16,2030-02-01,TDBK,WELLINGTON GLOBAL EQUITY FUND 28R5,105.67,Sell,,378000000.0,GBP,,,USD,2026-07-01,FX/IR,7337,1000000.0,Net,2026-11-24,TDBK_WH17_REG_IMC_CSA,PB,RATES,SIMM,-1559.06,0.02525881,MUREXFXO,FX Option,,7337:REG_VM|7761:REG_IMC,,2026-06-03
93844832,,2026-11-10,2024-11-11,2026-05-17,TDBK,CENTRAL 1 CREDIT UNION,95.73,Buy,Put,81000000.0,USD,,,USD,2026-07-01,FX/IR,1634,-500000.0,IM,2026-03-06,TDBK_BCCU_REG_VM_CSA,PB,RATES,SIMM,-5688.73,0.0232484,CALYPSOCPG,IR Swap,,1634:REG_VM|7197:REG_IMC,,2026-06-03
57597916,,2024-09-28,2025-11-24,2028-11-20,TDBK,BIMCOR INC,,Sell,Put,4000000.0,GBP,,,USD,2026-07-01,FX/IR,9823,600000.0,VM,2026-11-14,TDBK_BIMC_REG_IMC_CSA,PB,RATES,SIMM,-6001.37,0.04185216,MUREXFXO,FX Option,,9823:REG_VM|7303:REG_IMC,,2026-06-10
41310552,,2026-07-24,2025-10-13,2029-10-17,TDBK,CENTRAL 1 CREDIT UNION,92.83,Sell,,395000000.0,USD,,,USD,2026-07-01,FX/IR,0607,-400000.0,VM,2026-06-08,TDBK_BCCU_REG_VM_CSA,PB,RATES,SIMM,100.72,0.03258461,SOPHIS,Equity Swap,,0607:REG_VM|7201:REG_IMC,,2026-07-01
48089768,,2025-09-21,2025-11-14,2027-02-21,TDBK,BANCO HABITAT,,Sell,Call,458000000.0,CAD,,,USD,2026-07-01,FX/IR,2126,0.0,IM,2026-11-24,TDBK_BANH_GENERAL_CSA,,RATES,SIMM,-3746.31,0.03491842,DARWIN,Swaption,,2126:REG_VM|7501:REG_IMC,,2026-06-17
24576112,,2025-02-17,2025-12-15,2031-06-18,TDBK,BANK OF NOVA SCOTIA,100.59,Buy,,449000000.0,GBP,,,USD,2026-07-01,FX/IR,K3906,800000.0,Net,2026-09-22,TDBK_BNSC_GENERAL_CSA,,,SIMM,-2122.35,0.02042486,CALYPSOCPG,IR Swap,,K3906:REG_VM|7234:REG_IMC,,2026-06-17
90130684,,2024-06-19,2025-04-16,2029-08-04,TDBK,SWISS LIFE AG,,Sell,,145000000.0,USD,,,USD,2026-07-01,FX/IR,6583,300000.0,IM,2026-02-13,,PB,RATES,SIMM,-2796.85,0.02704372,MUREXFXO,FX Option,,6583:REG_VM|7437:REG_IMC,,2026-06-17
10064502,,2025-03-14,2026-10-05,2027-01-16,TDBK,WELLINGTON GLOBAL EQUITY FUND 28R5,,Sell,Call,145000000.0,USD,,,USD,2026-07-01,FX/IR,8070,200000.0,Net,2026-06-27,TDBK_WH17_REG_VM_CSA,PB,RATES,SIMM,-6687.53,0.04136813,MUREXFXO,FX Option,,8070:REG_VM|7357:REG_IMC,,2026-06-24
61486539,,2026-03-19,2024-05-18,2027-11-16,TDBK,WELLINGTON GLOBAL EQUITY FUND 28R5,,Buy,Put,170000000.0,USD,,,USD,2026-07-01,FX/IR,7337,-300000.0,IM,2026-12-27,TDBK_WH17_REG_IMC_CSA,PB,RATES,SIMM,-9538.42,0.03959235,CALYPSOCPG,IR Swap,,7337:REG_VM|7173:REG_IMC,,2026-06-17
18698697,,2024-04-26,2024-10-23,2031-03-18,TDBK,BANK OF NOVA SCOTIA,,Buy,,500000000.0,CAD,,,USD,2026-07-01,FX/IR,8565,1600000.0,VM,2026-10-07,TDBK_BNSC_REG_IMC_CSA,,,SIMM,7878.32,0.00737479,MUREXFXO,FX Option,,8565:REG_VM|7569:REG_IMC,,2026-06-24
84700730,,2026-06-08,2025-04-22,2027-06-27,TDBK,SWISS LIFE AG,107.31,Sell,Put,318000000.0,CAD,,,USD,2026-07-01,FX/IR,4934,1500000.0,VM,2026-10-03,,PB,,SIMM,1666.62,0.03341291,DARWIN,Swaption,,4934:REG_VM|7768:REG_IMC,,2026-07-01
99760145,,2026-11-02,2025-09-02,2029-10-13,TDBK,CENTRAL 1 CREDIT UNION,,Sell,,59000000.0,GBP,,,USD,2026-07-01,FX/IR,0676,300000.0,IM,2026-10-22,TDBK_BCCU_REG_IMC_CSA,PB,RATES,,-8746.3,0.00244873,MUREXFXO,FX Option,,0676:REG_VM|7463:REG_IMC,,2026-07-01
34545720,,2025-12-13,2026-12-12,2027-08-28,TDBK,MORGAN STANLEY INTL,97.8,Buy,,240000000.0,CAD,,,USD,2026-07-01,FX/IR,A1478,-500000.0,IM,2026-06-03,TDBK_MSIL_REG_IMC_CSA,PB,RATES,SIMM,7404.54,0.04040722,DARWIN,Swaption,,A1478:REG_VM|7846:REG_IMC,,2026-06-24
44325948,,2026-05-26,2026-12-10,2028-08-13,TDBK,CENTRAL 1 CREDIT UNION,90.35,Sell,,348000000.0,GBP,,,USD,2026-07-01,FX/IR,0938,700000.0,Net,2026-07-14,,PB,RATES,SIMM,9008.23,0.02943278,SOPHIS,Equity Swap,,0938:REG_VM|7722:REG_IMC,,2026-06-10
